"commonnamegroupid","name","galenicformid","name_noaccent","publicName"
"2","ácido salicílico * 0,1 % + triamcinolona acetónido * 0,02 % ; uso cutáneo ; loción","266","ACIDO SALICILICO * 0,1 % + TRIAMCINOLONA ACETONIDO * 0,02 % ; USO CUTANEO ; LOCION","ACIDO SALICILICO 0,1 % + TRIAMCINOLONA ACETONIDO 0,02 % loción"
"12209","fentermina hidrocloruro * 15 mg ; vía oral ; cápsula dura","219","FENTERMINA HIDROCLORURO * 15 MG ; VIA ORAL ; CAPSULA DURA","FENTERMINA HIDROCLORURO 15 mg cápsula dura"
"12210","fentermina hidrocloruro * 30 mg ; vía oral ; cápsula dura","219","FENTERMINA HIDROCLORURO * 30 MG ; VIA ORAL ; CAPSULA DURA","FENTERMINA HIDROCLORURO 30 mg cápsula dura"
"12211","peginterferón alfa 2a * 90 µg ; vía parenteral ; solución inyectable en jeringa precargada","1845","PEGINTERFERON ALFA 2A * 90 µG ; VIA PARENTERAL ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","PEGINTERFERON ALFA [2]A 90 µg solución inyectable en jeringa precargada"
"12215","olaparib * 50 mg ; vía oral ; cápsula dura","219","OLAPARIB * 50 MG ; VIA ORAL ; CAPSULA DURA","OLAPARIB 50 mg cápsula dura"
"12216","defibrotida * 80 mg/ml ; vía parenteral ; concentrado para solución para perfusión","453","DEFIBROTIDA * 80 MG/ML ; VIA PARENTERAL ; CONCENTRADO PARA SOLUCION PARA PERFUSION","DEFIBROTIDA 80 mg/ml concentrado para solución para perfusión"
"12222","ceftobiprol (medocarilo sódico) * 500 mg ; vía parenteral ; polvo para concentrado para solución para perfusión","1219","CEFTOBIPROL (MEDOCARILO SODICO) * 500 MG ; VIA PARENTERAL ; POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION","CEFTOBIPROL (medocarilo sódico) 500 mg polvo para concentrado para solución para perfusión"
"12230","urea 13C * 45 mg ; vía oral ; polvo para solución oral","408","UREA 13C * 45 MG ; VIA ORAL ; POLVO PARA SOLUCION ORAL","UREA [13]C 45 mg polvo para solución oral"
"12253","ácido acetilsalicílico * 100 mg + atorvastatina (cálcica) * 20 mg + ramipril * 5 mg ; vía oral ; cápsula dura","219","ACIDO ACETILSALICILICO * 100 MG + ATORVASTATINA (CALCICA) * 20 MG + RAMIPRIL * 5 MG ; VIA ORAL ; CAPSULA DURA","ACIDO ACETILSALICILICO 100 mg + ATORVASTATINA (cálcica) 20 mg + RAMIPRIL 5 mg cápsula dura"
"12254","ácido acetilsalicílico * 100 mg + atorvastatina (cálcica) * 20 mg + ramipril * 2,5 mg ; vía oral ; cápsula dura","219","ACIDO ACETILSALICILICO * 100 MG + ATORVASTATINA (CALCICA) * 20 MG + RAMIPRIL * 2,5 MG ; VIA ORAL ; CAPSULA DURA","ACIDO ACETILSALICILICO 100 mg + ATORVASTATINA (cálcica) 20 mg + RAMIPRIL 2,5 mg cápsula dura"
"12255","ácido acetilsalicílico * 100 mg + atorvastatina (cálcica) * 20 mg + ramipril * 10 mg ; vía oral ; cápsula dura","219","ACIDO ACETILSALICILICO * 100 MG + ATORVASTATINA (CALCICA) * 20 MG + RAMIPRIL * 10 MG ; VIA ORAL ; CAPSULA DURA","ACIDO ACETILSALICILICO 100 mg + ATORVASTATINA (cálcica) 20 mg + RAMIPRIL 10 mg cápsula dura"
"12256","turoctocog alfa * 1.000 UI ; vía parenteral ; polvo y disolvente para solución inyectable","369","TUROCTOCOG ALFA * 1.000 UI ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","TUROCTOCOG ALFA 1.000 UI polvo y disolvente para solución inyectable"
"12257","turoctocog alfa * 1.500 UI ; vía parenteral ; polvo y disolvente para solución inyectable","369","TUROCTOCOG ALFA * 1.500 UI ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","TUROCTOCOG ALFA 1.500 UI polvo y disolvente para solución inyectable"
"12258","turoctocog alfa * 2.000 UI ; vía parenteral ; polvo y disolvente para solución inyectable","369","TUROCTOCOG ALFA * 2.000 UI ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","TUROCTOCOG ALFA 2.000 UI polvo y disolvente para solución inyectable"
"12259","turoctocog alfa * 250 UI ; vía parenteral ; polvo y disolvente para solución inyectable","369","TUROCTOCOG ALFA * 250 UI ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","TUROCTOCOG ALFA 250 UI polvo y disolvente para solución inyectable"
"12260","turoctocog alfa * 3.000 UI ; vía parenteral ; polvo y disolvente para solución inyectable","369","TUROCTOCOG ALFA * 3.000 UI ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","TUROCTOCOG ALFA 3.000 UI polvo y disolvente para solución inyectable"
"12261","turoctocog alfa * 500 UI ; vía parenteral ; polvo y disolvente para solución inyectable","369","TUROCTOCOG ALFA * 500 UI ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","TUROCTOCOG ALFA 500 UI polvo y disolvente para solución inyectable"
"12263","dimeticona * 40 mg + metoclopramida clorhidrato * 10 mg ; vía oral ; cápsula dura","219","DIMETICONA * 40 MG + METOCLOPRAMIDA CLORHIDRATO * 10 MG ; VIA ORAL ; CAPSULA DURA","DIMETICONA 40 mg + METOCLOPRAMIDA CLORHIDRATO 10 mg cápsula dura"
"12265","azilsartán medoxomilo (potásico) * 20 mg + clortalidona * 12,5 mg ; vía oral ; comprimido","59","AZILSARTAN MEDOXOMILO (POTASICO) * 20 MG + CLORTALIDONA * 12,5 MG ; VIA ORAL ; COMPRIMIDO","AZILSARTAN MEDOXOMILO (potásico) 20 mg + CLORTALIDONA 12,5 mg comprimido"
"12266","azilsartán medoxomilo (potásico) * 80 mg + clortalidona * 12,5 mg ; vía oral ; comprimido","59","AZILSARTAN MEDOXOMILO (POTASICO) * 80 MG + CLORTALIDONA * 12,5 MG ; VIA ORAL ; COMPRIMIDO","AZILSARTAN MEDOXOMILO (potásico) 80 mg + CLORTALIDONA 12,5 mg comprimido"
"12268","clonixino lisina * 125 mg + escopolamina butilbromuro * 10 mg ; vía oral ; comprimido","59","CLONIXINO LISINA * 125 MG + ESCOPOLAMINA BUTILBROMURO * 10 MG ; VIA ORAL ; COMPRIMIDO","CLONIXINO LISINA 125 mg + ESCOPOLAMINA BUTILBROMURO 10 mg comprimido"
"12269","azilsartán medoxomilo (potásico) * 20 mg ; vía oral ; comprimido","59","AZILSARTAN MEDOXOMILO (POTASICO) * 20 MG ; VIA ORAL ; COMPRIMIDO","AZILSARTAN MEDOXOMILO (potásico) 20 mg comprimido"
"12270","clonixino lisina * 250 mg + diclofenaco sódico * 50 mg ; vía oral ; comprimido","59","CLONIXINO LISINA * 250 MG + DICLOFENACO SODICO * 50 MG ; VIA ORAL ; COMPRIMIDO","CLONIXINO LISINA 250 mg + DICLOFENACO SODICO 50 mg comprimido"
"12271","cafeína * 50 mg + clonixino lisina * 125 mg + ergotamina tartrato * 1 mg ; vía oral ; comprimido","59","CAFEINA * 50 MG + CLONIXINO LISINA * 125 MG + ERGOTAMINA TARTRATO * 1 MG ; VIA ORAL ; COMPRIMIDO","CAFEINA 50 mg + CLONIXINO LISINA 125 mg + ERGOTAMINA TARTRATO 1 mg comprimido"
"12272","cafeína * 50 mg + clonixino lisina * 250 mg + ergotamina tartrato * 1 mg ; vía oral ; comprimido","59","CAFEINA * 50 MG + CLONIXINO LISINA * 250 MG + ERGOTAMINA TARTRATO * 1 MG ; VIA ORAL ; COMPRIMIDO","CAFEINA 50 mg + CLONIXINO LISINA 250 mg + ERGOTAMINA TARTRATO 1 mg comprimido"
"12273","clonixino lisina * 125 mg + ergotamina tartrato * 1 mg ; vía oral ; comprimido","59","CLONIXINO LISINA * 125 MG + ERGOTAMINA TARTRATO * 1 MG ; VIA ORAL ; COMPRIMIDO","CLONIXINO LISINA 125 mg + ERGOTAMINA TARTRATO 1 mg comprimido"
"12274","bicarbonato potásico * 500,56 mg + lisina hidrocloruro * 913,02 mg + potasio cloruro * 372,75 mg ; vía oral ; comprimido efervescente","83","BICARBONATO POTASICO * 500,56 MG + LISINA HIDROCLORURO * 913,02 MG + POTASIO CLORURO * 372,75 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","BICARBONATO POTASICO 500,56 mg + LISINA HIDROCLORURO 913,02 mg + POTASIO CLORURO 372,75 mg comprimido efervescente"
"12275","potasio gluconato * 750 mg ; vía oral ; comprimido de liberación prolongada","72","POTASIO GLUCONATO * 750 MG ; VIA ORAL ; COMPRIMIDO DE LIBERACION PROLONGADA","POTASIO GLUCONATO 750 mg comprimido de liberación prolongada"
"12277","clorhexidina gluconato * 2 % ; uso cutáneo ; solución espumosa","1582","CLORHEXIDINA GLUCONATO * 2 % ; USO CUTANEO ; SOLUCION ESPUMOSA","CLORHEXIDINA GLUCONATO 2 % solución espumosa"
"12279","nitroglicerina * 0,6 mg ; vía sublingual  ; comprimido sublingual","141","NITROGLICERINA * 0,6 MG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","NITROGLICERINA 0,6 mg comprimido sublingual"
"12280","prednisona * 4 mg/ml ; vía oral ; suspensión oral","560","PREDNISONA * 4 MG/ML ; VIA ORAL ; SUSPENSION ORAL","PREDNISONA 4 mg/ml suspensión oral"
"12281","flúor (sodio fluoruro) * 11,9 mg/g ; uso dental ; gel dental","200","FLUOR (SODIO FLUORURO) * 11,9 MG/G ; USO DENTAL ; GEL DENTAL","FLUOR (sodio fluoruro) 11,9 mg/g gel dental"
"12285","ergocalciferol * 5.000 UI/ml ; vía oral ; solución oral","461","ERGOCALCIFEROL * 5.000 UI/ML ; VIA ORAL ; SOLUCION ORAL","ERGOCALCIFEROL 5.000 UI/ml solución oral"
"12287","ceritinib * 150 mg ; vía oral ; cápsula dura","219","CERITINIB * 150 MG ; VIA ORAL ; CAPSULA DURA","CERITINIB 150 mg cápsula dura"
"12290","ambroxol clorhidrato * 22,5 mg + dextrometorfano bromhidrato * 22,5 mg ; vía oral ; cápsula dura","219","AMBROXOL CLORHIDRATO * 22,5 MG + DEXTROMETORFANO BROMHIDRATO * 22,5 MG ; VIA ORAL ; CAPSULA DURA","AMBROXOL CLORHIDRATO 22,5 mg + DEXTROMETORFANO BROMHIDRATO 22,5 mg cápsula dura"
"12294","norepinefrina tartrato * 0,5 mg/ml ; vía parenteral ; solución para perfusión","531","NOREPINEFRINA TARTRATO * 0,5 MG/ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","NOREPINEFRINA TARTRATO 0,5 mg/ml solución para perfusión"
"12295","norepinefrina tartrato * 1 mg/ml ; vía parenteral ; solución para perfusión","531","NOREPINEFRINA TARTRATO * 1 MG/ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","NOREPINEFRINA TARTRATO 1 mg/ml solución para perfusión"
"12315","nitrofurantoína * 100 mg ; vía oral ; comprimido","59","NITROFURANTOINA * 100 MG ; VIA ORAL ; COMPRIMIDO","NITROFURANTOINA 100 mg comprimido"
"12316","cefadroxilo * 500 mg ; vía oral ; comprimido","59","CEFADROXILO * 500 MG ; VIA ORAL ; COMPRIMIDO","CEFADROXILO 500 mg comprimido"
"12317","clorhexidina gluconato * 2 % ; uso cutáneo ; solución cutánea","493","CLORHEXIDINA GLUCONATO * 2 % ; USO CUTANEO ; SOLUCION CUTANEA","CLORHEXIDINA GLUCONATO 2 % solución cutánea"
"12318","cianocobalamina * 10 mg/3 ml + piridoxina * 100 mg/3 ml + tiamina * 100 mg/3 ml ; vía parenteral ; solución inyectable","476","CIANOCOBALAMINA * 10 MG/3 ML + PIRIDOXINA * 100 MG/3 ML + TIAMINA * 100 MG/3 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","CIANOCOBALAMINA 10 mg/3 ml + PIRIDOXINA 100 mg/3 ml + TIAMINA 100 mg/3 ml solución inyectable"
"12320","ácido valproico * 250 mg ; vía oral ; cápsula blanda","29","ACIDO VALPROICO * 250 MG ; VIA ORAL ; CAPSULA BLANDA","ACIDO VALPROICO 250 mg cápsula blanda"
"12321","tietilperazina (dimaleato) * 6,5 mg/ml ; vía parenteral ; solución inyectable","476","TIETILPERAZINA (DIMALEATO) * 6,5 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","TIETILPERAZINA (dimaleato) 6,5 mg/ml solución inyectable"
"12322","morfina clorhidrato * 10 mg/ml ; vía oral ; solución oral","461","MORFINA CLORHIDRATO * 10 MG/ML ; VIA ORAL ; SOLUCION ORAL","MORFINA CLORHIDRATO 10 mg/ml solución oral"
"12325","anfetamina sulfato  * 10 mg ; vía oral ; comprimido","59","ANFETAMINA SULFATO  * 10 MG ; VIA ORAL ; COMPRIMIDO","ANFETAMINA SULFATO  10 mg comprimido"
"12326","adifenina hidrocloruro * 50 mg + propifenazona * 440 mg ; vía rectal ; supositorio","555","ADIFENINA HIDROCLORURO * 50 MG + PROPIFENAZONA * 440 MG ; VIA RECTAL ; SUPOSITORIO","ADIFENINA HIDROCLORURO 50 mg + PROPIFENAZONA 440 mg supositorio"
"12330","adifenina hidrocloruro * 25 mg + propifenazona * 220 mg ; vía rectal ; supositorio","555","ADIFENINA HIDROCLORURO * 25 MG + PROPIFENAZONA * 220 MG ; VIA RECTAL ; SUPOSITORIO","ADIFENINA HIDROCLORURO 25 mg + PROPIFENAZONA 220 mg supositorio"
"12332","sulfato de atropina * 0,5 mg + papaverina clorhidrato * 40 mg ; vía oral ; comprimido","59","SULFATO DE ATROPINA * 0,5 MG + PAPAVERINA CLORHIDRATO * 40 MG ; VIA ORAL ; COMPRIMIDO","SULFATO DE ATROPINA 0,5 mg + PAPAVERINA CLORHIDRATO 40 mg comprimido"
"12334","clotrimazol * 500 mg ; vía vaginal ; cápsula vaginal blanda","35","CLOTRIMAZOL * 500 MG ; VIA VAGINAL ; CAPSULA VAGINAL BLANDA","CLOTRIMAZOL 500 mg cápsula vaginal blanda"
"12335","nepafenaco * 0,3 % ; vía oftálmica ; colirio en suspensión","571","NEPAFENACO * 0,3 % ; VIA OFTALMICA ; COLIRIO EN SUSPENSION","NEPAFENACO 0,3 % colirio en suspensión"
"12336","folitropina alfa * 150 UI/0,25 ml ; vía parenteral ; solución inyectable en pluma precargada","1824","FOLITROPINA ALFA * 150 UI/0,25 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN PLUMA PRECARGADA","FOLITROPINA ALFA 150 UI/0,25 ml solución inyectable en pluma precargada"
"12337","folitropina alfa * 225 UI/0,375 ml ; vía parenteral ; solución inyectable en pluma precargada","1824","FOLITROPINA ALFA * 225 UI/0,375 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN PLUMA PRECARGADA","FOLITROPINA ALFA 225 UI/0,375 ml solución inyectable en pluma precargada"
"12338","folitropina alfa * 75 UI/0,125 ml ; vía parenteral ; solución inyectable en pluma precargada","1824","FOLITROPINA ALFA * 75 UI/0,125 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN PLUMA PRECARGADA","FOLITROPINA ALFA 75 UI/0,125 ml solución inyectable en pluma precargada"
"12339","cefepima (hidrocloruro) * 2 g/10 ml ; vía parenteral ; polvo y disolvente para solución inyectable","369","CEFEPIMA (HIDROCLORURO) * 2 G/10 ML ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","CEFEPIMA (hidrocloruro) 2 g/10 ml polvo y disolvente para solución inyectable"
"12342","bromelaína * 2 g/22 g ; uso cutáneo ; polvo y gel para gel","1744","BROMELAINA * 2 G/22 G ; USO CUTANEO ; POLVO Y GEL PARA GEL","BROMELAINA 2 g/22 g polvo y gel para gel"
"12343","bromelaína * 5 g/55 g ; uso cutáneo ; polvo y gel para gel","1744","BROMELAINA * 5 G/55 G ; USO CUTANEO ; POLVO Y GEL PARA GEL","BROMELAINA 5 g/55 g polvo y gel para gel"
"12345","posaconazol * 100 mg ; vía oral ; comprimido gastrorresistente","106","POSACONAZOL * 100 MG ; VIA ORAL ; COMPRIMIDO GASTRORRESISTENTE","POSACONAZOL 100 mg comprimido gastrorresistente"
"12357","clindamicina (fosfato) * 100 mg ; vía vaginal ; cápsula vaginal blanda","35","CLINDAMICINA (FOSFATO) * 100 MG ; VIA VAGINAL ; CAPSULA VAGINAL BLANDA","CLINDAMICINA (fosfato) 100 mg cápsula vaginal blanda"
"12358","dutasterida * 0,5 mg ; vía oral ; comprimido","59","DUTASTERIDA * 0,5 MG ; VIA ORAL ; COMPRIMIDO","DUTASTERIDA 0,5 mg comprimido"
"12360","metamizol sódico * 300 mg ; vía oral ; comprimido","59","METAMIZOL SODICO * 300 MG ; VIA ORAL ; COMPRIMIDO","METAMIZOL SODICO 300 mg comprimido"
"12362","lactulosa * 65 % ; vía oral ; jarabe","444","LACTULOSA * 65 % ; VIA ORAL ; JARABE","LACTULOSA 65 % jarabe"
"12364","nifurtimox * 120 mg ; vía oral ; comprimido","59","NIFURTIMOX * 120 MG ; VIA ORAL ; COMPRIMIDO","NIFURTIMOX 120 mg comprimido"
"12365","canagliflozina * 50 mg + metformina clorhidrato * 1.000 mg ; vía oral ; comprimido","59","CANAGLIFLOZINA * 50 MG + METFORMINA CLORHIDRATO * 1.000 MG ; VIA ORAL ; COMPRIMIDO","CANAGLIFLOZINA 50 mg + METFORMINA CLORHIDRATO 1.000 mg comprimido"
"12366","canagliflozina * 150 mg + metformina clorhidrato * 1.000 mg ; vía oral ; comprimido","59","CANAGLIFLOZINA * 150 MG + METFORMINA CLORHIDRATO * 1.000 MG ; VIA ORAL ; COMPRIMIDO","CANAGLIFLOZINA 150 mg + METFORMINA CLORHIDRATO 1.000 mg comprimido"
"12367","insulina humana biogenética * 400 UI/ml ; vía intraperitoneal ; solución para perfusión intraperitoneal","1831","INSULINA HUMANA BIOGENETICA * 400 UI/ML ; VIA INTRAPERITONEAL ; SOLUCION PARA PERFUSION INTRAPERITONEAL","INSULINA HUMANA BIOGENETICA 400 UI/ml solución para perfusión intraperitoneal"
"12370","ciprofloxacino (hidrocloruro) * 2 mg/ml + hidrocortisona * 10 mg/ml ; vía ótica ; gotas óticas en solución","516","CIPROFLOXACINO (HIDROCLORURO) * 2 MG/ML + HIDROCORTISONA * 10 MG/ML ; VIA OTICA ; GOTAS OTICAS EN SOLUCION","CIPROFLOXACINO (hidrocloruro) 2 mg/ml + HIDROCORTISONA 10 mg/ml gotas óticas en solución"
"12371","lidocaína clorhidrato * 10 mg + zinc óxido * 280 mg ; vía rectal ; supositorio","555","LIDOCAINA CLORHIDRATO * 10 MG + ZINC OXIDO * 280 MG ; VIA RECTAL ; SUPOSITORIO","LIDOCAINA CLORHIDRATO 10 mg + ZINC OXIDO 280 mg supositorio"
"12372","escopolamina butilbromuro * 20 mg ; vía oral ; comprimido","59","ESCOPOLAMINA BUTILBROMURO * 20 MG ; VIA ORAL ; COMPRIMIDO","ESCOPOLAMINA BUTILBROMURO 20 mg comprimido"
"12374","valproato sódico * 375 mg/ml ; vía oral ; solución oral","461","VALPROATO SODICO * 375 MG/ML ; VIA ORAL ; SOLUCION ORAL","VALPROATO SODICO 375 mg/ml solución oral"
"12375","cimetidina * 400 mg ; vía oral ; comprimido efervescente","83","CIMETIDINA * 400 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","CIMETIDINA 400 mg comprimido efervescente"
"12376","clorhexidina gluconato * 0,2 % ; vía bucal ; solución para pulverización bucal","537","CLORHEXIDINA GLUCONATO * 0,2 % ; VIA BUCAL ; SOLUCION PARA PULVERIZACION BUCAL","CLORHEXIDINA GLUCONATO 0,2 % solución para pulverización bucal"
"12377","escitalopram (oxalato) * 5 mg ; vía oral ; comprimido bucodispersable","107","ESCITALOPRAM (OXALATO) * 5 MG ; VIA ORAL ; COMPRIMIDO BUCODISPERSABLE","ESCITALOPRAM (oxalato) 5 mg comprimido bucodispersable"
"12378","leuprorelina (acetato) * 3,6 mg ; implantación ; implante","255","LEUPRORELINA (ACETATO) * 3,6 MG ; IMPLANTACION ; IMPLANTE","LEUPRORELINA (acetato) 3,6 mg implante"
"12379","leuprorelina (acetato) * 5 mg ; implantación ; implante","255","LEUPRORELINA (ACETATO) * 5 MG ; IMPLANTACION ; IMPLANTE","LEUPRORELINA (acetato) 5 mg implante"
"12380","etilmorfina clorhidrato * 1,33 mg/ml ; vía oral ; jarabe","444","ETILMORFINA CLORHIDRATO * 1,33 MG/ML ; VIA ORAL ; JARABE","ETILMORFINA CLORHIDRATO 1,33 mg/ml jarabe"
"12381","ácido ascórbico * 500 mg ; vía oral ; comprimido para chupar","74","ACIDO ASCORBICO * 500 MG ; VIA ORAL ; COMPRIMIDO PARA CHUPAR","ACIDO ASCORBICO 500 mg comprimido para chupar"
"12382","solifenacina succinato * 6 mg + tamsulosina clorhidrato * 0,4 mg ; vía oral ; comprimido de liberación modificada","71","SOLIFENACINA SUCCINATO * 6 MG + TAMSULOSINA CLORHIDRATO * 0,4 MG ; VIA ORAL ; COMPRIMIDO DE LIBERACION MODIFICADA","SOLIFENACINA SUCCINATO 6 mg + TAMSULOSINA CLORHIDRATO 0,4 mg comprimido de liberación modificada"
"12383","clorofeno * 0,8 % ; uso cutáneo ; concentrado para solución cutánea","451","CLOROFENO * 0,8 % ; USO CUTANEO ; CONCENTRADO PARA SOLUCION CUTANEA","CLOROFENO 0,8 % concentrado para solución cutánea"
"12388","protamina hidrocloruro * 1.000 UAH/ml ; vía parenteral ; solución inyectable","476","PROTAMINA HIDROCLORURO * 1.000 UAH/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","PROTAMINA HIDROCLORURO 1.000 UAH/ml solución inyectable"
"12390","triamcinolona acetónido * 40 mg/1 ml ; via intravítrea ; suspensión inyectable","567","TRIAMCINOLONA ACETONIDO * 40 MG/1 ML ; VIA INTRAVITREA ; SUSPENSION INYECTABLE","TRIAMCINOLONA ACETONIDO 40 mg/1 ml suspensión inyectable"
"12393","metilfenidato clorhidrato * 10 mg ; vía oral ; cápsula dura de liberación modificada","1696","METILFENIDATO CLORHIDRATO * 10 MG ; VIA ORAL ; CAPSULA DURA DE LIBERACION MODIFICADA","METILFENIDATO CLORHIDRATO 10 mg cápsula dura de liberación modificada"
"12394","metilfenidato clorhidrato * 20 mg ; vía oral ; cápsula dura de liberación modificada","1696","METILFENIDATO CLORHIDRATO * 20 MG ; VIA ORAL ; CAPSULA DURA DE LIBERACION MODIFICADA","METILFENIDATO CLORHIDRATO 20 mg cápsula dura de liberación modificada"
"12395","metilfenidato clorhidrato * 30 mg ; vía oral ; cápsula dura de liberación modificada","1696","METILFENIDATO CLORHIDRATO * 30 MG ; VIA ORAL ; CAPSULA DURA DE LIBERACION MODIFICADA","METILFENIDATO CLORHIDRATO 30 mg cápsula dura de liberación modificada"
"12397","condroitín sulfato sódico * 1 g/50 ml + hialuronato sódico * 800 mg/50 ml ; vía intravesical ; solución intravesical","1684","CONDROITIN SULFATO SODICO * 1 G/50 ML + HIALURONATO SODICO * 800 MG/50 ML ; VIA INTRAVESICAL ; SOLUCION INTRAVESICAL","CONDROITIN SULFATO SODICO 1 g/50 ml + HIALURONATO SODICO 800 mg/50 ml solución intravesical"
"12403","ibuprofeno (lisinato) * 10 mg/ml ; vía parenteral ; solución inyectable","476","IBUPROFENO (LISINATO) * 10 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","IBUPROFENO (lisinato) 10 mg/ml solución inyectable"
"12412","parafina líquida * 50 % ; vía oral ; polvo oral","381","PARAFINA LIQUIDA * 50 % ; VIA ORAL ; POLVO ORAL","PARAFINA LIQUIDA 50 % polvo oral"
"12413","estradiol * 100 µg/24 h ; vía transdérmica ; dispositivo transdérmico semanal","1809","ESTRADIOL * 100 µG/24 H ; VIA TRANSDERMICA ; DISPOSITIVO TRANSDERMICO SEMANAL","ESTRADIOL 100 µg/24 h dispositivo transdérmico semanal"
"12414","estradiol * 25 µg/24 h ; vía transdérmica ; dispositivo transdérmico semanal","1809","ESTRADIOL * 25 µG/24 H ; VIA TRANSDERMICA ; DISPOSITIVO TRANSDERMICO SEMANAL","ESTRADIOL 25 µg/24 h dispositivo transdérmico semanal"
"12415","estradiol * 50 µg/24 h ; vía transdérmica ; dispositivo transdérmico semanal","1809","ESTRADIOL * 50 µG/24 H ; VIA TRANSDERMICA ; DISPOSITIVO TRANSDERMICO SEMANAL","ESTRADIOL 50 µg/24 h dispositivo transdérmico semanal"
"12416","estradiol * 75 µg/24 h ; vía transdérmica ; dispositivo transdérmico semanal","1809","ESTRADIOL * 75 µG/24 H ; VIA TRANSDERMICA ; DISPOSITIVO TRANSDERMICO SEMANAL","ESTRADIOL 75 µg/24 h dispositivo transdérmico semanal"
"12423","dexketoprofeno (trometamol) * 25 mg ; vía oral ; cápsula dura","219","DEXKETOPROFENO (TROMETAMOL) * 25 MG ; VIA ORAL ; CAPSULA DURA","DEXKETOPROFENO (trometamol) 25 mg cápsula dura"
"12424","ácido clavulanico (potásico) * 62,5 mg + amoxicilina * 437,5 mg + nimesulida * 50 mg ; vía oral ; cápsula dura","219","ACIDO CLAVULANICO (POTASICO) * 62,5 MG + AMOXICILINA * 437,5 MG + NIMESULIDA * 50 MG ; VIA ORAL ; CAPSULA DURA","ACIDO CLAVULANICO (potásico) 62,5 mg + AMOXICILINA 437,5 mg + NIMESULIDA 50 mg cápsula dura"
"12425","adapaleno * 0,1 % + clindamicina (fosfato) * 1 % ; uso cutáneo ; gel","195","ADAPALENO * 0,1 % + CLINDAMICINA (FOSFATO) * 1 % ; USO CUTANEO ; GEL","ADAPALENO 0,1 % + CLINDAMICINA (fosfato) 1 % gel"
"12427","clindamicina (fosfato) * 100 mg + ketoconazol * 400 mg ; vía vaginal ; comprimido vaginal","142","CLINDAMICINA (FOSFATO) * 100 MG + KETOCONAZOL * 400 MG ; VIA VAGINAL ; COMPRIMIDO VAGINAL","CLINDAMICINA (fosfato) 100 mg + KETOCONAZOL 400 mg comprimido vaginal"
"12429","insulina aspart * 30 UI/ml + insulina degludec * 70 UI/ml ; vía subcutánea ; solución inyectable en cartucho","1895","INSULINA ASPART * 30 UI/ML + INSULINA DEGLUDEC * 70 UI/ML ; VIA SUBCUTANEA ; SOLUCION INYECTABLE EN CARTUCHO","INSULINA ASPART 30 UI/ml + INSULINA DEGLUDEC 70 UI/ml solución inyectable en cartucho"
"12430","tioridazina clorhidrato * 25 mg ; vía oral ; comprimido","59","TIORIDAZINA CLORHIDRATO * 25 MG ; VIA ORAL ; COMPRIMIDO","TIORIDAZINA CLORHIDRATO 25 mg comprimido"
"12431","glatiramero acetato * 40 mg/1 ml ; vía subcutánea ; solución inyectable en jeringa precargada","1845","GLATIRAMERO ACETATO * 40 MG/1 ML ; VIA SUBCUTANEA ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","GLATIRAMERO ACETATO 40 mg/1 ml solución inyectable en jeringa precargada"
"12432","inmunoglobulina de caballo antitimocitos humanos * 50 mg/ml ; vía parenteral ; concentrado para solución para perfusión","453","INMUNOGLOBULINA DE CABALLO ANTITIMOCITOS HUMANOS * 50 MG/ML ; VIA PARENTERAL ; CONCENTRADO PARA SOLUCION PARA PERFUSION","INMUNOGLOBULINA DE CABALLO ANTITIMOCITOS HUMANOS 50 mg/ml concentrado para solución para perfusión"
"12433","golimumab * 50 mg/4 ml ; vía parenteral ; concentrado para solución para perfusión","453","GOLIMUMAB * 50 MG/4 ML ; VIA PARENTERAL ; CONCENTRADO PARA SOLUCION PARA PERFUSION","GOLIMUMAB 50 mg/4 ml concentrado para solución para perfusión"
