"indicationid","name","name_noaccent"
"82524","Infección fúngica invasora en pacientes receptores de trasplante de células madre hematopoyéticas (TCMH), tratamiento preventivo (de la)","INFECCION FUNGICA INVASORA EN PACIENTES RECEPTORES DE TRASPLANTE DE CELULAS MADRE HEMATOPOYETICAS (TCMH), TRATAMIENTO PREVENTIVO (DE LA)"
"82534","Sarna, tratamiento de segunda línea (de la)","SARNA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"82544","Pediculosis, tratamiento de segunda línea (de la)","PEDICULOSIS, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"82564","Alteración del ritmo vigilia-sueño en niños de 6 a 18 años teniendo un hándicap de neurodesarrollo o psiquiátrico","ALTERACION DEL RITMO VIGILIA-SUEÑO EN NIÑOS DE 6 A 18 AÑOS TENIENDO UN HANDICAP DE NEURODESARROLLO O PSIQUIATRICO"
"82584","Algia vascular facial, tratamiento preventivo (de la)","ALGIA VASCULAR FACIAL, TRATAMIENTO PREVENTIVO (DE LA)"
"82594","Accidente tromboembólico arterial en cirugía, tratamiento preventivo (del)","ACCIDENTE TROMBOEMBOLICO ARTERIAL EN CIRUGIA, TRATAMIENTO PREVENTIVO (DEL)"
"82604","Infección ginecológica alta, tratamiento asociado de segunda línea (de la)","INFECCION GINECOLOGICA ALTA, TRATAMIENTO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"82614","Manifestaciones dolorosas y pruriginosas anales, tratamiento sintomático (de las)","MANIFESTACIONES DOLOROSAS Y PRURIGINOSAS ANALES, TRATAMIENTO SINTOMATICO (DE LAS)"
"82624","Retraso en el crecimiento debido a un déficit primario grave de factor de crecimiento insulínico tipo 1 en pacientes de 2 a 18 años","RETRASO EN EL CRECIMIENTO DEBIDO A UN DEFICIT PRIMARIO GRAVE DE FACTOR DE CRECIMIENTO INSULINICO TIPO 1 EN PACIENTES DE 2 A 18 AÑOS"
"82634","Poliartritis reumatoide grave, evolutiva en el paciente sin tratamiento previo con metotrexato,  tratamiento asociado (de la)","POLIARTRITIS REUMATOIDE GRAVE, EVOLUTIVA EN EL PACIENTE SIN TRATAMIENTO PREVIO CON METOTREXATO,  TRATAMIENTO ASOCIADO (DE LA)"
"82644","Erradicación de Helicobacter pylori en niños > 4 años, tratamiento antisecretor asociado (de la)","ERRADICACION DE HELICOBACTER PYLORI EN NIÑOS > 4 AÑOS, TRATAMIENTO ANTISECRETOR ASOCIADO (DE LA)"
"82654","Esofagitis por reflujo gastroesofágico en niños >= 1 año","ESOFAGITIS POR REFLUJO GASTROESOFAGICO EN NIÑOS >= 1 AÑO"
"82664","Reflejo gastroesofágico en niños >= 1 año, tratamiento sintomático (del)","REFLEJO GASTROESOFAGICO EN NIÑOS >= 1 AÑO, TRATAMIENTO SINTOMATICO (DEL)"
"82674","Poliartritis reumatoide severa, tratamiento asociado de segunda línea (de la)","POLIARTRITIS REUMATOIDE SEVERA, TRATAMIENTO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"82684","Neutralización rápida de la acción anticoagulante del dabigatrán","NEUTRALIZACION RAPIDA DE LA ACCION ANTICOAGULANTE DEL DABIGATRAN"
"82694","Granulomatosis de Wegener, tratamiento asociado (de la)","GRANULOMATOSIS DE WEGENER, TRATAMIENTO ASOCIADO (DE LA)"
"82704","Poliangeítis microscópica, tratamiento asociado (de la)","POLIANGEITIS MICROSCOPICA, TRATAMIENTO ASOCIADO (DE LA)"
"82714","Acromegalia en caso de respuesta insuficiente tras cirugía y/o radioterapia","ACROMEGALIA EN CASO DE RESPUESTA INSUFICIENTE TRAS CIRUGIA Y/O RADIOTERAPIA"
"82734","Acromegalia en caso de adenoma inoperable","ACROMEGALIA EN CASO DE ADENOMA INOPERABLE"
"82744","Dolor artrósico","DOLOR ARTROSICO"
"82754","Dolor artrósico de la cadera y de la rodilla","DOLOR ARTROSICO DE LA CADERA Y DE LA RODILLA"
"82764","Hemorragia en pacientes con la enfermedad de Von Willebrand, tratamiento preventivo de segunda línea (de la)","HEMORRAGIA EN PACIENTES CON LA ENFERMEDAD DE VON WILLEBRAND, TRATAMIENTO PREVENTIVO DE SEGUNDA LINEA (DE LA)"
"82824","Insomnio de conciliación en el niño > 3 años, tratamiento de segunda línea (del)","INSOMNIO DE CONCILIACION EN EL NIÑO > 3 AÑOS, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"82834","Insomnio de conciliación en el niño > 6 años, tratamiento de segunda línea (del)","INSOMNIO DE CONCILIACION EN EL NIÑO > 6 AÑOS, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"82844","Tromboflebitis profunda en sustitución de la heparina, tratamiento preventivo de las recidivas (de la)","TROMBOFLEBITIS PROFUNDA EN SUSTITUCION DE LA HEPARINA, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DE LA)"
"82864","Fibrosis quística en el paciente homocigoto por la mutación F508del en el gen CFTR","FIBROSIS QUISTICA EN EL PACIENTE HOMOCIGOTO POR LA MUTACION F508DEL EN EL GEN CFTR"
"82894","Edema de la insuficiencia cardíaca con hiperaldosteronismo","EDEMA DE LA INSUFICIENCIA CARDIACA CON HIPERALDOSTERONISMO"
"82904","Ascitis cirrótica con hiperaldosteronismo","ASCITIS CIRROTICA CON HIPERALDOSTERONISMO"
"82914","Hipopotasemia peroperatoria encaso de hiperaldosteronismo,  tratamiento preventivo (de la)","HIPOPOTASEMIA PEROPERATORIA ENCASO DE HIPERALDOSTERONISMO,  TRATAMIENTO PREVENTIVO (DE LA)"
"82924","Hipotiroidismo, tratamiento alternativo a la vía oral (del)","HIPOTIROIDISMO, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DEL)"
"82934","Mucormicosis, tratamiento de segunda línea (de la)","MUCORMICOSIS, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"82944","Enfermedad pulmonar obstructiva crónica grave, tratamiento sintomático de segunda línea (de la)","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA GRAVE, TRATAMIENTO SINTOMATICO DE SEGUNDA LINEA (DE LA)"
"82954","Hipertrigliceridemia tipo IV","HIPERTRIGLICERIDEMIA TIPO IV"
"82964","Hipertrigliceridemia tipo IIb/III, tratamiento asociado (de la)","HIPERTRIGLICERIDEMIA TIPO IIB/III, TRATAMIENTO ASOCIADO (DE LA)"
"82974","Enfermedad de Crohn leve a moderada que afecte al ileon y/o al colon ascendente","ENFERMEDAD DE CROHN LEVE A MODERADA QUE AFECTE AL ILEON Y/O AL COLON ASCENDENTE"
"83004","Anticonceptivo local espermicida adyuvante a la anticoncepción oral","ANTICONCEPTIVO LOCAL ESPERMICIDA ADYUVANTE A LA ANTICONCEPCION ORAL"
"83014","Anemia aplásica grave adquirida en pacientes que no son candidatos a un trasplante de células madre hematopoyéticas, tratamiento de segunda línea (de la)","ANEMIA APLASICA GRAVE ADQUIRIDA EN PACIENTES QUE NO SON CANDIDATOS A UN TRASPLANTE DE CELULAS MADRE HEMATOPOYETICAS, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"83024","Anemia aplásica grave adquirida en pacientes muy pretratados y que no son candidatos a un trasplante de células madre hematopoyéticas","ANEMIA APLASICA GRAVE ADQUIRIDA EN PACIENTES MUY PRETRATADOS Y QUE NO SON CANDIDATOS A UN TRASPLANTE DE CELULAS MADRE HEMATOPOYETICAS"
"83044","Síndrome nefrótico con retención hidrosódica","SINDROME NEFROTICO CON RETENCION HIDROSODICA"
"83054","Síndrome nefrótico con lesiones glomerulares mínimas","SINDROME NEFROTICO CON LESIONES GLOMERULARES MINIMAS"
"83064","Síndrome nefrótico de la hialinosis segmentaria y focal","SINDROME NEFROTICO DE LA HIALINOSIS SEGMENTARIA Y FOCAL"
"83074","Edema del síndrome nefrótico","EDEMA DEL SINDROME NEFROTICO"
"83104","Enfermedad de Castleman multicéntrica no asociada al herpes virus humano 8 (HHV-8) en pacientes VIH negativo","ENFERMEDAD DE CASTLEMAN MULTICENTRICA NO ASOCIADA AL HERPES VIRUS HUMANO 8 (HHV-8) EN PACIENTES VIH NEGATIVO"
"83114","Infección cutánea, tratamiento local (de la)","INFECCION CUTANEA, TRATAMIENTO LOCAL (DE LA)"
"83124","Analgesia durante la anestesia general balanceada en adultos","ANALGESIA DURANTE LA ANESTESIA GENERAL BALANCEADA EN ADULTOS"
"83134","Anestesia analgésica en adultos","ANESTESIA ANALGESICA EN ADULTOS"
"83154","Analgesia durante la anestesia general balanceada en niños > 1 mes","ANALGESIA DURANTE LA ANESTESIA GENERAL BALANCEADA EN NIÑOS > 1 MES"
"83164","Infección por el VIH, tratamiento asociado (de la)","INFECCION POR EL VIH, TRATAMIENTO ASOCIADO (DE LA)"
"83184","Analgesia durante la sedación prolongada del paciente adulto sometido a ventilación mecánica","ANALGESIA DURANTE LA SEDACION PROLONGADA DEL PACIENTE ADULTO SOMETIDO A VENTILACION MECANICA"
"83194","Analgesia durante la sedación en la unidad de cuidados intensivos en adultos >= 18 años","ANALGESIA DURANTE LA SEDACION EN LA UNIDAD DE CUIDADOS INTENSIVOS EN ADULTOS >= 18 AÑOS"
"83204","Neumopatía adquirida bajo ventilación mecánica en el sujeto > 12 años","NEUMOPATIA ADQUIRIDA BAJO VENTILACION MECANICA EN EL SUJETO > 12 AÑOS"
"83214","Infección de la piel y tejidos blandos del pie en pacientes diabéticos > 12 años","INFECCION DE LA PIEL Y TEJIDOS BLANDOS DEL PIE EN PACIENTES DIABETICOS > 12 AÑOS"
"83234","Disminución de la agudeza visual debida a una neovascularización coroidea secundaria a la miopía","DISMINUCION DE LA AGUDEZA VISUAL DEBIDA A UNA NEOVASCULARIZACION COROIDEA SECUNDARIA A LA MIOPIA"
"83264","Adenoma tirotropo primitivo en caso de respuesta insuficiente tras cirugía y/o radioterapia","ADENOMA TIROTROPO PRIMITIVO EN CASO DE RESPUESTA INSUFICIENTE TRAS CIRUGIA Y/O RADIOTERAPIA"
"83274","Adenoma tirotropo primitivo en caso de no indicación de la cirugía y/o radioterapia","ADENOMA TIROTROPO PRIMITIVO EN CASO DE NO INDICACION DE LA CIRUGIA Y/O RADIOTERAPIA"
"83284","Adenoma tirotropo primitivo en la espera de la eficacia de la radioterapia","ADENOMA TIROTROPO PRIMITIVO EN LA ESPERA DE LA EFICACIA DE LA RADIOTERAPIA"
"83294","Adenoma gonadotrópico funcional en la espera de la eficacia de la radioterapia","ADENOMA GONADOTROPICO FUNCIONAL EN LA ESPERA DE LA EFICACIA DE LA RADIOTERAPIA"
"83304","Adenoma corticotropo durante el síndrome de Nelson en la espera de la eficacia de la radioterapia","ADENOMA CORTICOTROPO DURANTE EL SINDROME DE NELSON EN LA ESPERA DE LA EFICACIA DE LA RADIOTERAPIA"
"83314","Acromegalia en caso de no indicación de la cirugía y/o radioterapia","ACROMEGALIA EN CASO DE NO INDICACION DE LA CIRUGIA Y/O RADIOTERAPIA"
"83324","Acromegalia en la espera de la eficacia de la radioterapia","ACROMEGALIA EN LA ESPERA DE LA EFICACIA DE LA RADIOTERAPIA"
"83334","Asma intermitente moderado","ASMA INTERMITENTE MODERADO"
"83364","Intoxicación por salicilatos","INTOXICACION POR SALICILATOS"
"83374","Premedicación antes de la intervención","PREMEDICACION ANTES DE LA INTERVENCION"
"83394","Trastorno trófico vulvovaginal por déficit estrogénico postmenopáusico, tratamiento alternativo a la vía vaginal","TRASTORNO TROFICO VULVOVAGINAL POR DEFICIT ESTROGENICO POSTMENOPAUSICO, TRATAMIENTO ALTERNATIVO A LA VIA VAGINAL"
"83404","Acromegalia en caso de que no esté indicada la cirugía","ACROMEGALIA EN CASO DE QUE NO ESTE INDICADA LA CIRUGIA"
"83414","Acromegalia en caso de respuesta insuficiente tras la cirugía","ACROMEGALIA EN CASO DE RESPUESTA INSUFICIENTE TRAS LA CIRUGIA"
"83424","Adenoma tirotropo primitivo en caso de que no esté indicada la cirugía","ADENOMA TIROTROPO PRIMITIVO EN CASO DE QUE NO ESTE INDICADA LA CIRUGIA"
"83434","Hepatitis C crónica en niños >=5 años sin tratamiento previo (naïve), tratamiento asociado con ribavirina (de la)","HEPATITIS C CRONICA EN NIÑOS >=5 AÑOS SIN TRATAMIENTO PREVIO (NAIVE), TRATAMIENTO ASOCIADO CON RIBAVIRINA (DE LA)"
"83444","Hepatitis C crónica en niños >=3 años sin tratamiento previo (naïve), tratamiento asociado con ribavirina (de la)","HEPATITIS C CRONICA EN NIÑOS >=3 AÑOS SIN TRATAMIENTO PREVIO (NAIVE), TRATAMIENTO ASOCIADO CON RIBAVIRINA (DE LA)"
"83454","Mucoviscidosis del sujeto >=6 años portador de algunas mutaciones con defecto en la regulación del gen CFTR","MUCOVISCIDOSIS DEL SUJETO >=6 AÑOS PORTADOR DE ALGUNAS MUTACIONES CON DEFECTO EN LA REGULACION DEL GEN CFTR"
"83464","Mucoviscidosis del sujeto >=18 años portador de una mutación R117H del gen CFTR","MUCOVISCIDOSIS DEL SUJETO >=18 AÑOS PORTADOR DE UNA MUTACION R117H DEL GEN CFTR"
"83474","Hemorragia ligada con la deficiencia congénita del factor XIII (subunidad A), tratamiento preventivo (de la)","HEMORRAGIA LIGADA CON LA DEFICIENCIA CONGENITA DEL FACTOR XIII (SUBUNIDAD A), TRATAMIENTO PREVENTIVO (DE LA)"
"83484","Cáncer broncopulmonar epidermoide","CANCER BRONCOPULMONAR EPIDERMOIDE"
"83494","Enfermedad de Parkinson, tratamiento adyuvante a la dopaterapia sola o en asociación (de la)","ENFERMEDAD DE PARKINSON, TRATAMIENTO ADYUVANTE A LA DOPATERAPIA SOLA O EN ASOCIACION (DE LA)"
"83514","Acondicionamiento antes de un trasplante de células madre hematopoyéticas, tratamiento asociado (del)","ACONDICIONAMIENTO ANTES DE UN TRASPLANTE DE CELULAS MADRE HEMATOPOYETICAS, TRATAMIENTO ASOCIADO (DEL)"
"83524","Bradicardia mal tolerada en el plano hemodinámico","BRADICARDIA MAL TOLERADA EN EL PLANO HEMODINAMICO"
"83534","Pretratamiento antes de la anestesia para prevenir las reacciones vagales","PRETRATAMIENTO ANTES DE LA ANESTESIA PARA PREVENIR LAS REACCIONES VAGALES"
"83544","Asma grave refractaria eosinofílica, tratamiento adyuvante (de la)","ASMA GRAVE REFRACTARIA EOSINOFILICA, TRATAMIENTO ADYUVANTE (DE LA)"
"83554","Bloqueo auriculoventricular durante el infarto, tratamiento preventivo (del)","BLOQUEO AURICULOVENTRICULAR DURANTE EL INFARTO, TRATAMIENTO PREVENTIVO (DEL)"
"83564","Nefropatía lúpica grave","NEFROPATIA LUPICA GRAVE"
"83574","Enfermedad autoinmune potencialmente mortal","ENFERMEDAD AUTOINMUNE POTENCIALMENTE MORTAL"
"83614","Aporte lipídico con ácidos grasos esenciales en nutrición parenteral","APORTE LIPIDICO CON ACIDOS GRASOS ESENCIALES EN NUTRICION PARENTERAL"
"83634","Rechazo de trasplante de órganos, tratamiento preventivo asociado (del)","RECHAZO DE TRASPLANTE DE ORGANOS, TRATAMIENTO PREVENTIVO ASOCIADO (DEL)"
"83644","Carencia de vitamina E, tratamiento alternativo a la vía oral (de la)","CARENCIA DE VITAMINA E, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"83654","Hipercolesterolemia familiar homocigota en el sujeto >=12 años, tratamiento asociado (de la)","HIPERCOLESTEROLEMIA FAMILIAR HOMOCIGOTA EN EL SUJETO >=12 AÑOS, TRATAMIENTO ASOCIADO (DE LA)"
"83664","Cirugía dermatológica, tratamiento adyuvante (en)","CIRUGIA DERMATOLOGICA, TRATAMIENTO ADYUVANTE (EN)"
"83674","Reparación del tejido cicatricial","REPARACION DEL TEJIDO CICATRICIAL"
"83684","Hipercolesterolemia en el adulto, tratamiento asociado de segunda línea (de la)","HIPERCOLESTEROLEMIA EN EL ADULTO, TRATAMIENTO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"83694","Hipercolesterolemia en el adulto, tratamiento de segunda línea (de la)","HIPERCOLESTEROLEMIA EN EL ADULTO, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"83704","Infección por citomegalovirus en el sujeto trasplantado de médula, tratamiento de segunda línea (de la)","INFECCION POR CITOMEGALOVIRUS EN EL SUJETO TRASPLANTADO DE MEDULA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"83744","Rechazo de trasplante de órgano en caso de trasplante hepático, tratamiento preventivo asociado (del)","RECHAZO DE TRASPLANTE DE ORGANO EN CASO DE TRASPLANTE HEPATICO, TRATAMIENTO PREVENTIVO ASOCIADO (DEL)"
"83754","Carencia estrogénica de la menopausia en mujeres no histerectomizadas, tratamiento de segunda línea (de la)","CARENCIA ESTROGENICA DE LA MENOPAUSIA EN MUJERES NO HISTERECTOMIZADAS, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"83794","Irritabilidad asociada con el trastorno autista en niños","IRRITABILIDAD ASOCIADA CON EL TRASTORNO AUTISTA EN NIÑOS"
"83804","Síndrome de Gilles de la Tourette en niños","SINDROME DE GILLES DE LA TOURETTE EN NIÑOS"
"83814","Episodio maníaco en adultos, tratamiento preventivo de las recidivas (del)","EPISODIO MANIACO EN ADULTOS, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DEL)"
"83864","Náuseas y vómitos agudos inducidos por la quimioterapia, tratamiento preventivo asociado (de)","NAUSEAS Y VOMITOS AGUDOS INDUCIDOS POR LA QUIMIOTERAPIA, TRATAMIENTO PREVENTIVO ASOCIADO (DE)"
"83874","Asma en adultos, tratamiento sintomático continuo (del)","ASMA EN ADULTOS, TRATAMIENTO SINTOMATICO CONTINUO (DEL)"
"83884","Asma en niños, tratamiento sintomático continuo de segunda línea (del)","ASMA EN NIÑOS, TRATAMIENTO SINTOMATICO CONTINUO DE SEGUNDA LINEA (DEL)"
"83894","Asma, tratamiento sintomático continuo (del)","ASMA, TRATAMIENTO SINTOMATICO CONTINUO (DEL)"
"83924","Dolor postoperatorio agudo moderado a grave","DOLOR POSTOPERATORIO AGUDO MODERADO A GRAVE"
"83944","Infección nosocomial","INFECCION NOSOCOMIAL"
"83954","Infección de cuerpo extraño","INFECCION DE CUERPO EXTRAÑO"
"83964","Profilaxis antibiótica en radiología y medicina intervencionista","PROFILAXIS ANTIBIOTICA EN RADIOLOGIA Y MEDICINA INTERVENCIONISTA"
"83974","Enfermedad de Wilson, tratamiento de segunda línea (de la)","ENFERMEDAD DE WILSON, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"83984","Anemia ferropénica, tratamiento alternativo a la vía oral (de la)","ANEMIA FERROPENICA, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"83994","Disminución de la sobrecarga adiposa abdominal en caso de lipodistrofia asociada al VIH","DISMINUCION DE LA SOBRECARGA ADIPOSA ABDOMINAL EN CASO DE LIPODISTROFIA ASOCIADA AL VIH"
"84004","Ayuda al diagnóstico del dolor dorsolumbar en adultos","AYUDA AL DIAGNOSTICO DEL DOLOR DORSOLUMBAR EN ADULTOS"
"84014","Diagnóstico de metástasis óseas por tomografía por emisión de positrones en adultos","DIAGNOSTICO DE METASTASIS OSEAS POR TOMOGRAFIA POR EMISION DE POSITRONES EN ADULTOS"
"84024","Ayuda a la detección de lesiones óseas en niños","AYUDA A LA DETECCION DE LESIONES OSEAS EN NIÑOS"
"84054","Hipercolesterolemia familiar heterocigota en el adulto, tratamiento de segunda línea (de la)","HIPERCOLESTEROLEMIA FAMILIAR HETEROCIGOTA EN EL ADULTO, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"84064","Hipercolesterolemia familiar heterocigota en el adulto, tratamiento asociado de segunda línea (de la)","HIPERCOLESTEROLEMIA FAMILIAR HETEROCIGOTA EN EL ADULTO, TRATAMIENTO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"84074","Deficiencia de hierro, tratamiento alternativo a la vía oral (de la)","DEFICIENCIA DE HIERRO, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"84114","Insuficiencia cardíaca en niños","INSUFICIENCIA CARDIACA EN NIÑOS"
"84144","Cardiomiopatía en niños","CARDIOMIOPATIA EN NIÑOS"
"84154","Arritmia en niños","ARRITMIA EN NIÑOS"
"84164","Tetralogía de Fallot en niños","TETRALOGIA DE FALLOT EN NIÑOS"
"84184","Síndrome de QT largo congénito en niños","SINDROME DE QT LARGO CONGENITO EN NIÑOS"
"84204","Síndrome de Marfan en niños","SINDROME DE MARFAN EN NIÑOS"
"84254","Hipertensión arterial asociada a hipercolesterolemia","HIPERTENSION ARTERIAL ASOCIADA A HIPERCOLESTEROLEMIA"
"84264","Cáncer de próstata hormonorresistente avanzado, tratamiento paliativo (del)","CANCER DE PROSTATA HORMONORRESISTENTE AVANZADO, TRATAMIENTO PALIATIVO (DEL)"
"84294","Anestesia local de las mucosas genitales en sujetos >=12 años","ANESTESIA LOCAL DE LAS MUCOSAS GENITALES EN SUJETOS >=12 AÑOS"
"84304","Analgesia durante la anestesia general en el adulto","ANALGESIA DURANTE LA ANESTESIA GENERAL EN EL ADULTO"
"84314","Hipoprotrombinemia del recién nacido de madres tratadas con inductores enzimáticos, tratamiento preventivo durante el embarazo","HIPOPROTROMBINEMIA DEL RECIEN NACIDO DE MADRES TRATADAS CON INDUCTORES ENZIMATICOS, TRATAMIENTO PREVENTIVO DURANTE EL EMBARAZO"
"84324","Prevención de evento cardiovascular mayor en adultos con riesgo sin accidente cardiovascular (ACV) previo","PREVENCION DE EVENTO CARDIOVASCULAR MAYOR EN ADULTOS CON RIESGO SIN ACCIDENTE CARDIOVASCULAR (ACV) PREVIO"
"84344","Accidente tromboembólico arterial en cirugía vascular, tratamiento preventivo (de)","ACCIDENTE TROMBOEMBOLICO ARTERIAL EN CIRUGIA VASCULAR, TRATAMIENTO PREVENTIVO (DE)"
"84354","Accidente tromboembólico arterial en caso de terapia endovascular, tratamiento preventivo (de)","ACCIDENTE TROMBOEMBOLICO ARTERIAL EN CASO DE TERAPIA ENDOVASCULAR, TRATAMIENTO PREVENTIVO (DE)"
"84364","EPOC, tratamiento sintomático de segunda línea (de la)","EPOC, TRATAMIENTO SINTOMATICO DE SEGUNDA LINEA (DE LA)"
"84374","Cáncer de ovario, tratamiento de segunda línea (del)","CANCER DE OVARIO, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"84394","Cáncer de pulmón no microcítico (CPNM) avanzado ROS1 positivo","CANCER DE PULMON NO MICROCITICO (CPNM) AVANZADO ROS1 POSITIVO"
"84404","Cáncer de pulmón de células no pequeñas metastásico","CANCER DE PULMON DE CELULAS NO PEQUEÑAS METASTASICO"
"84414","Enfermedad de Crohn moderada a severa en sujetos de 6 a 17 años, tratamiento de segunda línea (de la)","ENFERMEDAD DE CROHN MODERADA A SEVERA EN SUJETOS DE 6 A 17 AÑOS, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"84424","Estimulación de la eritropoyesis durante la transfusión autóloga programada en adultos","ESTIMULACION DE LA ERITROPOYESIS DURANTE LA TRANSFUSION AUTOLOGA PROGRAMADA EN ADULTOS"
"84434","Anemia en paciente con insuficiencia renal crónica hemodializado >=1 año","ANEMIA EN PACIENTE CON INSUFICIENCIA RENAL CRONICA HEMODIALIZADO >=1 AÑO"
"84444","Anemia con insuficiencia renal crónica en adultos en diálisis peritoneal","ANEMIA CON INSUFICIENCIA RENAL CRONICA EN ADULTOS EN DIALISIS PERITONEAL"
"84454","Liposarcoma avanzado o metástasis","LIPOSARCOMA AVANZADO O METASTASIS"
"84464","Contaminación interna por cesio radiactivo o no radiactivo","CONTAMINACION INTERNA POR CESIO RADIACTIVO O NO RADIACTIVO"
"84474","Contaminación interna por talio radiactivo o no radiactivo","CONTAMINACION INTERNA POR TALIO RADIACTIVO O NO RADIACTIVO"
"84494","Candidiasis en el niño inmunodeprimido, tratamiento preventivo (de la)","CANDIDIASIS EN EL NIÑO INMUNODEPRIMIDO, TRATAMIENTO PREVENTIVO (DE LA)"
"84504","Infección por citomegalovirus en el paciente inmunodeprimido","INFECCION POR CITOMEGALOVIRUS EN EL PACIENTE INMUNODEPRIMIDO"
"84514","Infección por citomegalovirus en el paciente tratado con inmunosupresor, tratamiento preventivo (de la)","INFECCION POR CITOMEGALOVIRUS EN EL PACIENTE TRATADO CON INMUNOSUPRESOR, TRATAMIENTO PREVENTIVO (DE LA)"
"84524","Infección por citomegalovirus en el paciente tratado con quimioterapia, tratamiento preventivo (de la)","INFECCION POR CITOMEGALOVIRUS EN EL PACIENTE TRATADO CON QUIMIOTERAPIA, TRATAMIENTO PREVENTIVO (DE LA)"
"84534","Psoriasis en placa de moderada a grave en adultos","PSORIASIS EN PLACA DE MODERADA A GRAVE EN ADULTOS"
"84564","Arrugas horizontales de la frente","ARRUGAS HORIZONTALES DE LA FRENTE"
"84574","Infección intraabdominal complicada en sujetos >2 años","INFECCION INTRAABDOMINAL COMPLICADA EN SUJETOS >2 AÑOS"
"84584","Fiebre tifoidea y paratifoidea","FIEBRE TIFOIDEA Y PARATIFOIDEA"
"84594","Bacteriuria asintomática gravídica","BACTERIURIA ASINTOMATICA GRAVIDICA"
"84604","Infección articular en prótesis","INFECCION ARTICULAR EN PROTESIS"
"84614","Tumor neuroendocrino pulmonar no resecable o metástasis","TUMOR NEUROENDOCRINO PULMONAR NO RESECABLE O METASTASIS"
"84624","Tumor neuroendocrino del páncreas no resecable o metastásico","TUMOR NEUROENDOCRINO DEL PANCREAS NO RESECABLE O METASTASICO"
"84634","Tumor neuroendocrino digestivo no resecable o metástasis","TUMOR NEUROENDOCRINO DIGESTIVO NO RESECABLE O METASTASIS"
"84644","Mantenimiento de la anestesia general en niños","MANTENIMIENTO DE LA ANESTESIA GENERAL EN NIÑOS"
"84654","Anestesia general en adultos","ANESTESIA GENERAL EN ADULTOS"
"84664","Neumonía por micoplasma","NEUMONIA POR MICOPLASMA"
"84674","Intoxicación por morfinomiméticos, tratamiento de urgencia (de la)","INTOXICACION POR MORFINOMIMETICOS, TRATAMIENTO DE URGENCIA (DE LA)"
"84684","Endocarditis bacteriana excepto por Listeria","ENDOCARDITIS BACTERIANA EXCEPTO POR LISTERIA"
"84694","Septicemia excepto por Listeria","SEPTICEMIA EXCEPTO POR LISTERIA"
"84704","Dolor neuropático en adultos","DOLOR NEUROPATICO EN ADULTOS"
"84724","Hipertensión arterial pulmonar idiopática en clase funcional II a III","HIPERTENSION ARTERIAL PULMONAR IDIOPATICA EN CLASE FUNCIONAL II A III"
"84734","Hipertensión arterial pulmonar idiopática en clase funcional II a III, tratamiento asociado (de la)","HIPERTENSION ARTERIAL PULMONAR IDIOPATICA EN CLASE FUNCIONAL II A III, TRATAMIENTO ASOCIADO (DE LA)"
"84744","Hipertensión arterial pulmonar hereditaria en clase funcional II a III","HIPERTENSION ARTERIAL PULMONAR HEREDITARIA EN CLASE FUNCIONAL II A III"
"84754","Hipertensión arterial pulmonar hereditaria en clase funcional II a III, tratamiento asociado (de la)","HIPERTENSION ARTERIAL PULMONAR HEREDITARIA EN CLASE FUNCIONAL II A III, TRATAMIENTO ASOCIADO (DE LA)"
"84764","Hipertensión arterial pulmonar en clase funcional II a III asociada a colagenosis","HIPERTENSION ARTERIAL PULMONAR EN CLASE FUNCIONAL II A III ASOCIADA A COLAGENOSIS"
"84774","Hipertensión arterial pulmonar en clase funcional II a III asociada a colagenosis, tratamiento asociado","HIPERTENSION ARTERIAL PULMONAR EN CLASE FUNCIONAL II A III ASOCIADA A COLAGENOSIS, TRATAMIENTO ASOCIADO"
"84792","Retraso en el crecimiento asociado a insuficiencia renal crónica","RETRASO EN EL CRECIMIENTO ASOCIADO A INSUFICIENCIA RENAL CRONICA"
