"sideeffectid","name"
"32673","Hiperalbuminemia"
"32693","Infarto pulmonar"
"32703","Opacidad lenticular"
"32713","Astigmatismo"
"32723","Vesícula orofaríngea"
"32733","Trastorno de los senos"
"32743","Taquiarritmia supraventricular"
"32753","Muerte súbita cardíaca"
"32763","Psoriasis pustulosa palmoplantar"
"32773","Flutter"
"32783","Decoloración de las pestañas"
"32813","Escozor en el punto de aplicación"
"32823","Fisura cutánea"
"32853","Oclusión del  intestino delgado"
"32863","Radiculitis"
"32873","Despertar temprano"
"32883","Hipoperfusión"
"32893","Estenosis vascular"
"32903","Enzimas pancreáticas (aumento)"
"32913","Trastorno psicomotor"
"32914","Blefaroespasmo"
"32934","Tortícolis espasmódica"
"32943","Aneuploidía"
"32953","Edema de los dedos"
"32954","Oculomotricidad, trastornos (de)"
"32963","Exploración de la función renal (anomalía)"
"32983","Infiltración perivascular de linfocitos"
"33003","Dermatitis inducida por radioterapia"
"33013","Lesión del nervio óptico"
"33023","Hipersecreción orofaríngea"
"33033","Tumor de células de Merkel"
"33043","Hipermenorrea"
"33053","Espasmo vascular"
"33063","Catarata diabética"
"33073","Ototoxicidad"
"33083","Isquemia hepática"
"33093","Reacción cutánea grave"
"33113","Lipohipertrofia"
"33123","Edema de pies"
"33143","Úlcera péptica sangrante"
"33153","Xerosis en el punto de aplicación"
"33163","Exantema en el punto de aplicación"
"33164","Asma"
"33193","Erupción cutánea en el punto de aplicación"
"33203","Lesión nerviosa"
"33233","Pancreatitis necrosante"
"33243","Crisis carcinoide"
"33273","Hernia umbilical"
"33283","Arreflexia"
"33303","Degeneración macular"
"33323","Aminoaciduria"
"33333","Infección neutropénica"
"33343","Ocronosis"
"33363","Tombosis  de la vena porta"
"33383","Trombosis del seno transverso"
"33393","Neovascularización"
"33403","Trombosis en el punto de inyección"
"33433","Absceso subcutáneo"
"33443","Absceso anal"
"33454","Pulpitis"
"33473","Sensibilidad dental"
"33483","Quiste epidermoide"
"33493","Hipertrofia de la mucosa gástrica"
"33503","Exostosis"
"33513","Fragilidad vascular"
"33523","Induración mamaria"
"33533","Hinchazón de pezón"
"33543","Quiste epididimario"
"33553","Quiste del iris"
"33563","Miastenia oculo-bulbar"
"33583","Papiloma"
"33593","Anormalidad cerebral en la RM"
"33603","Síndrome de la desaparición de los conductos biliares"
"33623","Coccidiodomicosis"
"33633","Fenómeno de la rueda dentada"
"33653","Prurito del cuero cabelludo"
"33661","Litiasis biliar"
"33693","Osteonecrosis aséptica de las cabezas humorales"
"33723","Carcinoma epidermoide de la piel"
"33753","Queratosis seborreica"
"33773","Milio"
"33791","Metabolismo cálcico, trastorno (del)"
"33803","Defecación frecuente"
"33813","Candidiasis (empeoramiento)"
"33841","Nefrocalcinosis"
"33853","Síndrome paraneoplásico"
"33883","Nefropatía autoinmune"
"33893","Hiperpituitarismo"
"33923","Molestia nasal"
"33933","Globulina fijadora de tiroxina (disminución)"
"33943","Furúnculo"
"33953","Insuficiencia pancreática"
"33963","Epiglotitis"
"33973","Fractura de fémur"
"34013","Facies parkinsoniana"
"34023","Infección por virus BK"
"34033","Infección por VEB"
"34043","Herpes genital"
"34053","Micosis cerebral"
"34063","Colitis por citomegalovirus"
"34073","Infección estafilocócica"
"34083","Bronquiectasia"
"34123","Monocitopenia"
"34143","Inmunoglobulina M (disminución)"
"34153","Inmunoglobulina G (disminución)"
"34183","Desmielinización"
"34193","Tricorrexis"
"34194","Carencia de vitamina D"
"34203","Discopatía"
"34213","Reflujo vesicouretal"
"34233","Fibrosis renal"
"34243","Atrofia vulvovaginal"
"34253","Hidrocele"
"34263","Hipofosfatasia"
"34273","Troponina (aumento)"
"34283","Alucinación táctil"
"34293","Hipervigilancia"
"34301","Retención urinaria"
"34303","Dolor cutáneo"
"34313","Hiperplasia sebácea"
"34314","Síndrome de Guillain-Barré"
"34323","Lipoproteínas (disminución)"
"34333","Patología de la superficie ocular"
"34343","Disfunción diastólica"
"34353","INR (modificación)"
"34363","Síndrome mielodisplásico (empeoramiento)"
"34383","Trastorno de conversión"
"34403","Bilirrubinemia (disminución)"
"34404","Encefalopatía de Gayet-Wernicke"
"34413","Síndrome de abstinencia neonatal"
"34433","Leucemia secundaria"
"34443","Lesión del sistema nervioso central"
"34473","Rinalgia"
"34483","Intravasación"
"34503","Perforación de la vesícula biliar"
"34513","Seroma"
"34523","Arteriopatía obliterante periférica"
"34533","Capacidad de fijación de hierro (aumento)"
"34553","Fibroadenoma de mama"
"34593","Pseudoaneurisma"
"34603","Enfermedad de las vías biliares"
"34623","Receptor del factor de crecimiento epidérmico (disminución)"
"34633","Parestesias de las extremidades inferiores"
"34643","Excreción urinaria de cobre (aumento)"
"34653","Excreción urinaria de cinc (aumento)"
"34663","Infección digestiva"
"34683","Síndrome metabólico"
"34693","Somniloquia"
"34703","Vaginismo"
"34713","Exudado vaginal"
"34723","Tambaleo cefálico"
"34733","Congestión ótica"
"34743","Expectoración (contaminación bacteriana)"
"34753","Hemorragia palpebral"
"34773","Afección corneal"
"34781","Uretritis"
"34783","Síndrome de leche y alcalinos"
"34793","Fístula enterocutánea"
"34803","Afección de la membrana timpánica"
"34833","Prurito del oído"
"34843","Irritación laríngea"
"34853","Prurito bucal"
"34863","Parestesia genital"
"34873","Hipertensión ortostática"
"34883","Catarata subcapsular"
"34893","Coloración de la amalgama dental"
"34903","Coloración de las prótesis dentales"
"34923","Color del pelo (modificación)"
"34933","Síndrome de tipo paperas"
"34953","Trastorno vascular conjuntival"
"34983","Síndrome de tipo Bartter"
"34993","Amiostasia"
"35013","Policitemia"
"35023","Infección dental"
"35033","Mastoiditis"
"35053","Lesión de la raíz nerviosa"
"35063","Dacrioadenitis"
"35073","Trastorno de la motilidad digestiva"
"35083","Heces anormales"
"35093","Trastorno de la alimentación"
"35103","Celulitis en el lugar de la inyección"
"35113","Síndrome de la articulación temporo-mandibular"
"35123","Infiltración linfocítica de Jessner"
"35133","Hundimiento del surco palpebral"
"35143","Hipermelanosis periocular"
"35163","Quiste de las trompas de Falopio"
"35183","Ritmo idioventricular (aceleración)"
"35203","Vesicación"
"35213","Efecto secundario asociado a una exposición accidental del profesional de la salud"
"35223","Radiculopatía"
"35233","Trastorno de la marcha en tándem"
"35234","Giardiasis"
"35243","Periostitis"
"35253","Desprendimiento del epitelio pigmentario de la retina"
"35263","Catarata cortical"
"35273","Catarata nuclear"
"35283","Inflamación vítrea"
"35313","Atenuación del reflejo de la tos"
"35323","Test de embarazo falso positivo"
"35333","Miopía (empeoramiento)"
"35343","Adormecimiento de las extremidades"
"35353","Enfermedad pulmonar obstructiva crónica (empeoramiento)"
"35363","Síndrome de Brugada"
"35373","Hemorragia del pene"
"35383","Hematospermia"
"35393","Hematoquezia"
"35403","Carcinoma epidermoide no cutáneo"
"35453","Dermatitis en el punto de inyección"
"35454","Hipercalcemia"
"35474","Hiperuricuria"
"35483","Piodermitis"
"35493","Síndrome extrapiramidal (empeoramiento)"
"35513","Dolor maxilar"
"35523","Efecto asociado a una exposición accidental"
"35533","Hernia incisional"
"35543","Colitis microscópica"
"35553","Espasmo faríngeo"
"35563","Perseveración"
"35573","Trastorno de la lectura"
"35593","Lipoatrofia en el lugar de la inyección"
"35603","Erupción herpetiforme"
"35613","Arritmia sinusal"
"35623","Inestabilidad postural"
"35633","Úlcera gastroduodenal (reactivación)"
"35643","Molestia pélvica"
"35653","Miopía aguda"
"35663","Pólipo vaginal"
"35673","Sarcoma uterino"
"35683","Síndrome de Mallory-Weiss"
"35693","Pleuropericarditis"
"35703","Desgarro muscular"
"35713","Pólipo"
"35723","Afectación conjuntival"
"35733","Discurso repetitivo"
"35753","Degeneración vítrea"
"35763","Úlcera conjuntival"
"35773","Opacificación capsular posterior"
"35783","Adherencias del iris"
"35793","Adelgazamiento de la esclerótica"
"35813","Taquicardia ortostática postural"
"35833","Mielocitosis"
"35843","Cefalea en racimos"
"35853","Hemorragia bucal"
"35863","Relación proteinuria/creatininuria (aumento)"
"35883","Erección dolorosa"
"35893","Molestia en el oído"
"35903","Parestesia oral"
"35913","Eritema de la mucosa bucal"
"35923","Edema palatino"
"35933","Eritema periorbital"
"35943","Dermatomiositis (empeoramiento)"
"35963","Proteína C (disminución)"
"35973","Proteína S (disminución)"
"35983","Esquizofrenia (empeoramiento)"
"35993","Infección ocular (empeoramiento)"
"36003","Lesión del nervio periférico"
"36013","Erosión corneal"
"36023","Estenosis de la arteria cerebral"
"36033","Claudicación"
"36043","Subluxación del cristalino"
"36053","Agujero macular"
"36054","Taquicardia supraventricular"
"36073","Retinograma (anomalía)"
"36083","Decoloración de la trayectoria venosa"
"36093","Sensación de frío en el lugar de la inyección"
"36103","Decoloración en el lugar de aplicación"
"36113","Púrpura en el lugar de aplicación"
"36123","Petequias en el lugar de aplicación"
"36133","Necrosis del recto"
"36143","Necrosis de la médula ósea"
"36153","Pilosidad (disminución)"
"36163","Cáncer de la cavidad oral"
"36173","Mola hidatiforme"
"36174","Absceso corneal"
"36183","Masa anexial bilateral"
"36193","Adherencia intrauterina"
"36203","Absceso mamario"
"36213","Hematosalpingitis"
"36223","Síndrome de bridas amnióticas"
"36232","Estenosis uretral"
"36253","Alfafetoproteína (aumento)"
"36263","Antígeno carcinoembrionario (aumento)"
"36273","Espasmo lumbar"
"36274","Irregularidad menstrual"
"36283","Sensación de quemazón palmoplantar"
"36293","Efélide"
"36314","Dermitis seborreica"
"36323","Alteración del vítreo"
"36333","Absceso de ganglio linfático"
"36343","Espasticidad (empeoramiento)"
"36353","Eritema polimorfo exudativo"
"36363","Síndrome hematofagocítico"
"36373","Variz esofágica"
"36393","Nódulo cutáneo"
"36403","Metamorfopsia"
"36413","Coloración del globo ocular"
"36423","Anestesia orofaríngea"
"36433","Eritema de los párpados"
"36443","Hemorragia postmenopáusica"
"36463","Espasmo uretral"
"36473","Decoloración de la córnea"
"36483","Rotura del ligamento"
"36493","Ruido de galope"
"36503","Homona de crecimiento (disminución)"
"36513","Afección del pene"
"36523","Afección del escroto"
"36533","Depósito de hemosiderina en el pene"
"36573","Hidrocefalia"
"36593","Raquianestesia alta"
"36602","Enfermedad inflamatoria intestinal"
"36603","Tetraplejia transitoria"
"36623","Erección espontánea"
"36663","Heces grasas"
"36733","Miopatía necrosante"
"36743","Infección por Clostridium"
"36753","Infección del pene"
"36763","Absceso vulvar"
"36773","Niveles de hormona paratiroidea (aumento)"
"36783","Otorrea"
"36813","Isquemia uterina"
"36823","Prurito vulvovaginal"
"36833","Trastorno de la conducción ventricular neonatal"
"36843","Hematoma pélvico"
"36863","Quiste vaginal"
"36873","Hemorragia de pezón"
"36884","Taquicardia sinusal"
"36893","Glomeruloesclerosis"
"36913","Encefalopatía hipóxica isquémica"
"36923","Desprendimiento prematuro de la placenta"
"36953","Score de Apgar bajo"
"36963","Menopausia precoz"
"36973","Fertilidad (disminución)"
"36983","Malestar anorrectal"
"36993","Edema retiniano"
"37003","Hialinosis arteriolar"
"37013","Atrofia tubular"
"37023","Anomalía citogenética"
"37043","Artritis (periodo agudo)"
"37053","cloropsia"
"37063","Eritropsia"
"37073","Alcance del iris"
"37083","Decoloración dental"
"37093","Tejido de granulación (aumento)"
"37113","Lesión bullosa de la mucosa oral"
"37123","Niveles de folato sérico (disminución)"
"37133","Leucostasis"
"37143","Nefropatía por hipersensibilidad"
"37153","Periartritis"
"37163","Bicitopenia"
"37173","Litiasis biliar (complicación)"
"37183","Niveles de homocisteína en sangre (aumento)"
"37193","Retinitis necrosante"
"37203","Inmunoglobulina (disminución)"
"37213","Crisiasis"
"37233","Fibroma uterino (degeneración)"
"37243","Absceso cerebral"
"37263","Bloqueo de rama derecha"
"37293","Amnionitis"
"37313","Enfermedad de Legg-Calvé-Perthes"
"37323","Infección por pseudomonas"
"37333","Herida (empeoramiento)"
"37343","Dermatillomania"
"37353","Pigmentación de la cámara anterior del ojo"
"37363","Encefalopatía hiperamoniémica"
"37373","Peritonitis pélvica"
"37393","Fractura de muñeca"
"37413","Aerofagia"
"37423","Dilatación gástrica"
"37433","Xantoma"
"37443","Hipocarotinemia"
"37453","Lesión faríngea"
"37462","Metástasis hepática"
"37463","Ampolla"
"37483","Infección por papilomavirus"
"37493","Tuberculosis miliar"
"37503","Tuberculosis extrapulmonar"
"37513","Dislexia"
"37523","Osteolisis"
"37533","Disfemia"
"37543","Herida accidental"
"37553","Calcificación ectópica"
"37563","Ectasia vascular antral gástrica"
"37573","Parathormona sérica (disminución)"
"37583","Estenosis de las arterias periféricas"
"37613","Membrana epimacular idiopática"
"37623","Rotura capsular posterior"
"37633","Migración de la lentilla intraocular"
"37643","Hemorragia peroperatoria"
"37653","Síndrome de Kounis"
"37673","Disacusia"
"37683","Haptofobia"
"37693","Micosis genital"
"37694","Infección neuromeníngea"
"37703","Precipitación cálcica renal"
"37713","Precipitación cálcica biliar"
"37723","Percepción sensorial"
"37733","Dolor de la nuca"
"37744","Infección respiratoria"
"37753","Lucitis polimorfa"
"37763","Secreción ocular (anomalía)"
"37773","Antestesia en el punto de inyección"
"37783","Hematoma intracraneal"
"37803","Quemazón en la zona de aplicación"
"37813","Síndrome de desregulación dopaminérgica"
"37823","Inflamación de las vías urinarias"
"37833","Sensación de ardor o quemazón en el pene"
"37843","Eritema en el pene"
"37853","Entumecimiento del pene"
"37863","Rigidez excesiva del pene"
"37873","Hipofisitis"
"37883","Neuropatía autoinmune"
"37893","Niveles de histamina (aumento)"
"37902","Duodenitis"
"37903","Prurito generalizado"
"37913","Prurito alérgico"
"37923","Epifisiolisis femoral superior"
"37953","Radiografía torácica anormal"
"37963","Hiperemia"
"37973","Hemorragia laríngea"
"37993","Hematoma renal"
"38003","Secreción vaginal ligada a la acumulación del gel"
"38013","acentuación de la curvatura corneal"
"38052","Carencia de vitamina B"
"38053","Dolor tendinoso"
"38063","T3 (aumento)"
"38073","Efecto ligado a una inyección intravascular accidental"
"38083","Infiltrado en el lugar de la inyección"
"38093","Síndrome de Nicolau"
"38113","Amiotrofia neurálgica"
"38123","Entropión"
"38133","Cáncer de próstata (empeoramiento)"
"38143","Linfadenitis histiocítica necrotizante"
"38153","Ácido aminolevulínico sintetasa hepático (inducción)"
"38163","Estomatitis aftosa"
"38173","Trastorno del neurodesarrollo"
"38183","Trigonitis"
"38193","Ulceración en el punto de inyección"
"38213","Glucagonemia (aumento)"
"38223","Apolipoproteína A-l y A-II (disminución)"
"38233","Grieta"
"38243","Ductopenia"
"38273","Hemorragia ungueal"
"38282","Hiperparatiroidismo"
"38303","Fractura subtrocantérica"
"38313","Fractura de la diáfisis femoral"
"38323","Fractura de estrés de la diáfisis femoral"
"38333","Retracción gingival"
"38343","Pseudo-feocromocitoma"
"38353","Pápula en el punto de inyección"
"38363","Mácula en el punto de inyección"
"38403","Hepatitis herpética"
"38413","Deficiencia en vitamina B8"
"38423","Trombosis de vena iliaca"
"38433","Deficiencia de biotinidasa"
"38443","Enzimas pancreáticas, (disminución)"
"38453","Bilirrubinemia (anomalía)"
"38463","Úlcera intestinal"
"38473","Úlcera perianal"
"38483","Úlcera periestomal"
"38493","Absceso gastrointestinal"
"38503","Abscesos de los miembros"
"38513","Absceso gingival"
"38523","Absceso pancreático"
"38533","Absceso rectal"
"38534","Infección osteoarticular"
"38543","Absceso abdominal"
"38553","Leucoplasia oral"
"38573","Dolor costal"
"38583","Lipoproteínas (aumento)"
"38593","Tasa de globulinas (disminución)"
"38603","Hipoinsulinemia"
"38613","Tasas del péptido C de la insulina (disminución)"
"38623","Hemorragia varicosa esofágica"
"38633","Sensación de pesadez"
"38673","Úlcera ileal aftoide"
"38693","Vesícula labial"
"38723","Púrpura trombocitopénica trombótica"
"38743","Mordedura"
"38753","Irritación en el punto de inyección"
"38763","Spotting postmenopaúsico"
"38773","Síndrome hemolítico y urémico (empeoramiento)"
"38783","Fractura de miembros inferiores"
"38793","Neuropatía del plexo braquial"
"38803","Anemia hemolítica microangiopática"
"38813","Curarización insuficiente"
"38823","Recuperación insuficiente del factor IX"
"38833","Pigmentación lenticular"
"38853","Litiasis biliar calcificada"
"38854","Neumocistosis"
"38863","Cirrosis hepática (empeoramiento)"
"38873","Insuficiencia cardiaca izquierda"
"38883","Erupción cutánea tóxica"
"38893","Estenosis intestinal"
"38903","Neuropatía desmielinizante"
"38913","Anemia normocrómica normocítica"
"38923","Hipotensión arterial debida al procedimiento"
"38933","Trastorno dental"
"38943","Fracciones del complemento (anomalía)"
"38953","Sensación de cuerpo extraño en el ojo"
"38983","Sensibilización en el punto de aplicación"
"38993","Osteocalcina (aumento)"
"39003","Cicatriz retiniana"
"39013","Afección pupilar"
"39023","Depósito ocular"
"39033","Afectación del epitelio corneal"
"39043","Osteonecrosis del conducto auditivo externo"
"39053","Infección por Neisseria"
"39063","Dolor orofaríngeo"
"39073","Expectoración (coloración)"
"39093","Estenosis del ileocecal"
"39103","Afección del pezón"
"39113","Trastorno vaginal"
"39123","Sequedad en el lugar de inyección"
"39133","Flujo genital"
"39143","Pólipo de endometrio"
"39153","D-dímero de fibrina (aumento)"
"39163","Neutropenia (empeoramiento)"
"39173","Bronconeumonía"
"39193","Hipermetropía"
"39203","Quiste sinovial"
"39213","Bicarbonatos sanguíneos (aumento)"
"39223","Diagnóstico oftálmico (anomalía)"
"39233","Fractura del pie"
"39243","Electrocardiograma de esfuerzo (anomalía)"
"39253","Reacción en el lugar de administración"
"39263","Púrpura en el punto de inyección"
"39273","Contusión en el lugar de aplicación"
"39283","Edema gingival"
"39293","Bradicardia (exacerbación)"
"39303","Hiposecreción gástrica"
"39313","Trombosis de la arteria femoral"
"39323","Alteración del cristalino"
"39333","Ruido cardiorrespiratorio anormal"
"39343","Hipersensibilidad en el lugar de inyección"
"39353","Isquemia coroidea"
"39363","Maculopatía viteliforme"
"39373","Obstrucción vesical"
"39383","Cáncer del uréter"
"39413","Hipogeusia"
"39423","Edema vesical"
"39433","Esclerosis vesical"
"39443","Ureteritis hemorrágica"
"39453","Células epiteliales atípicas de la vejiga"
"39463","Aspermia"
"39473","Malformación fetal"
"39483","Cáncer en la descendencia"
"39493","Hormonas sexuales femeninas (disminución)"
"39503","Infección (reactivación)"
"39513","Edema post-extravasación"
"39523","Acumulación de fluidos"
"39533","Colitis por Clostridium difficile"
"39543","Textura de la piel (modificación)"
"39553","Cicatriz en el punto de inyección"
"39563","Hemorragia del tracto respiratorio"
"39573","Tiempo de hemorragia (anomalía)"
"39584","Insomnio"
"39593","Dolor abdominal alto"
"39603","Lesión en la zona de inyección"
"39613","Cerebelitis"
"39623","Molestia en las extremidades"
"39633","Fuerza prensil (disminución)"
"39643","Irritación genital"
"39653","Inflamación capilar"
"39663","Sensación de malestar cardíaco"
"39673","Hematoma en el lugar de inyección"
"39683","Lupus eritematoso cutáneo subagudo"
"39693","Reacción inflamatoria post-infección"
"39703","Espasmo gástrico"
"39713","Rigidez articular"
"39723","Ácido metilmalónico (aumento)"
"39733","Hipoestesia facial"
"39743","Retinopatía serosa"
"39753","Coriorretinopatía"
"39763","Adenocarcinoma pancreático (empeoramiento)"
"39773","Potenciación de la toxicidad inducida por la radiación"
"39783","Hemorragie bronquial"
"39803","Parálisis de las cuerdas vocales"
"39813","Caída de diente"
"39843","Coloración de la mucosa bucal"
"39853","Deterioro de fin de dosis"
"39863","Fenómeno de freezing"
"39873","Oclusión gástrica"
"39883","Síndrome de tos de las vías respiratorias superiores"
"39903","Síndrome doloroso abdominal agudo"
"39913","Células en la cámara anterior del ojo"
"39923","Sensibilidad corneal (disminución)"
"39933","Eczema numular"
"39943","Sensibilidad en el lugar de la inyección"
"39963","Autoagresividad"
"39973","Hidrosadenitis"
"39983","Niveles de cistatina C (aumento)"
"39993","Fibrosis de los cuerpos cavernosos"
"40003","Alteración fibrosa del pene"
"40013","Edema del glande"
"40023","Sensación de tensión en el pene"
"40033","Infección postvacunal en el lactante expuesto en el útero a la sustancia"
"40043","Agranulocitosis en los lactantes expuestos en el útero a la sustancia"
"40053","Arteriosclerosis retiniana"
"40063","Irritación corneal"
"40073","Quemadura en la córnea"
"40083","Pigmentación en el lugar de aplicación (modificación)"
"40093","Actividad (modificación)"
"40123","Pancreatitis autoinmune"
"40133","Erupción genital"
"40143","Despigmentación palpebral"
"40153","Liquen escleroso"
"40173","Alucinación hipnagógica"
"40183","Alucinación hipnopómpica"
"40193","Trastorno de la conducción nerviosa"
"40213","Clonus"
"40223","Carboxihemoglobinemia"
"40233","Uremia (disminución)"
"40243","Trastorno de la adaptación"
"40253","Dolor zona abdominal baja"
"40263","Osteocondrosis"
"40273","Cortisolemia (aumento)"
"40283","Tiempo de tromboplastina parcial activada (prolongación)"
"40293","Lipoatrofia facial"
"40303","Masa submaxilar"
"40313","Neutrofilos (disminución)"
"40323","Deficiencia del factor V"
"40333","Sedación insuficiente"
"40343","Inversión de la onda T"
"40353","DLCO (disminución)"
"40363","Hemorragia gástrica"
"40373","Úlcera de colon"
"40383","Disfunción del injerto"
"40393","Nefropatía crónica del aloinjerto"
"40403","Nefropatía por poliomavirus"
"40413","Síndrome linfoproliferativo por virus Epstein Barr (VEB)"
"40414","Hiperemia conjuntival"
"40423","Fibrosis arterial"
"40424","Blefaritis alérgica"
"40433","Quiste hepático"
"40443","Estenosis de la arteria renal"
"40453","Neuralgia postherpética"
"40473","Síndrome del tronco cerebral"
"40483","Hepatitis por citomegalovirus"
"40493","Hemorragia subcutánea"
"40503","Eritrosis"
"40513","Parámetros biológicos sanguíneos (anomalía)"
"40523","Trombosis de stent coronario"
"40533","Lesión por reperfusión"
"40543","Plasminógeno (disminución)"
"40553","Lipodistrofia en el punto de inyección"
"40563","Lipohipertrofia en el punto de inyección"
"40573","Alteración de las funciones cerebrales"
"40583","Edema cutáneo"
"40603","Anticuerpos de proteínas de hamster"
"40613","Parálisis del nervio peroneo"
"40623","Sensación de presión en el punto de inyección"
"40633","Espondiloartropatía"
"40643","Neuropatía de células granulares"
"40653","Síndrome de vasoconstricción cerebral reversible"
"40663","Vasoespasmo cerebral"
"40673","Meningitis herpética"
"40683","Encefalitis herpética"
"40684","Quemadura oculopalpebral"
"40693","Masa testicular"
"40703","Obstrucción uretral"
"40713","Hemorragia post-traumática"
"40753","Trastorno circulatorio periférico (empeoramiento)"
"40763","Hipoplasia renal"
"40783","Osteoartritis"
"40793","Bicarbonatos sanguíneos (disminución)"
"40803","Freno suprarrenal"
"40813","Tumefacción"
"40823","Piel arrugada"
"40833","Edema esofágico"
"40843","Expectoración anormal"
"40853","Estenosis bronquial"
"40863","Obstrucción bronquial"
"40893","Dolor oral"
"40903","Pruebas de agudeza visual anormales"
"40923","Miocarditis viral"
"40933","Respuesta terapéutica (fluctuación)"
"40943","Proteinuria (empeoramiento)"
"40963","Insuficiencia cardiopulmonar"
"40973","Sensación de embriaguez"
"40983","Atrofia cerebelosa"
"40993","Cilindros urinarios"
"41003","Dióxido de carbono (disminución)"
"41013","Sensación de mareo postural u ortostático"
"41023","Edema auricular"
"41033","Arteritis cerebral"
"41043","Oclusión vascular cerebral"
"41063","Tumefacción del escroto"
"41073","Inflamación vulvovaginal"
"41083","Anticuerpos antihialuronidasa"
"41103","Tumefacción en el punto de inyección"
"41113","Cascada de citoquinas"
"41123","Pleurotótonos"
"41133","Linfocitos de morfología anormal"
"41153","Luxación de la cabeza femoral"
"41163","Orina anormal"
"41173","Parálisis del nervio ciático"
"41183","Trastorno anorrectal"
"41193","Pólipo en el colon"
"41203","Hipertrofia de las glándulas salivales"
"41213","Prolapso pélvico"
"41223","Atrofia en el punto de inyección"
"41233","Reacción inmediata post-inyección"
"41243","Síndrome postvacunal"
"41253","Ulceración vaginal"
"41263","Reacción ligada a la inyección"
"41273","Rigidez en los hombros"
"41283","Extravasación en el punto de inyección"
"41293","Calcinosis cutánea"
"41303","Hipocromia"
"41313","Olor de aliento"
"41323","Uropatía obstructiva"
"41324","Trombopatía"
"41333","Cloruro urinario aumentado"
"41343","Dolor de rodilla"
"41353","Inflamación del ciego"
"41363","Androstenedionemia (disminución)"
"41373","Hormona sexual unida a globulinas (aumento)"
"41383","Mielinólisis central pontina"
"41393","Infección de las vías respiratorias superiores"
"41403","Hiperreflexia"
"41413","Papiloma bucal"
"41423","Disestesia"
"41433","Pancolitis"
"41443","Eosinofilia pulmonar"
"41463","Disfunción motora"
"41473","Neuropatía periférica sensitivo motora"
"41483","Neuropatía periférica motora"
"41493","Dolor ganglionar"
"41503","Insuficiencia del esfínter esofágico inferior"
"41513","Brillo visual"
"41514","Epistaxis"
"41523","Persistencia visual"
"41533","Abdomen sensible"
"41543","Vasculitis hemorrágica"
"41553","Perforación gastroduodenal"
"41563","Edema de tobillos"
"41583","Estomatitis vesicular"
"41593","Sensación de cuerpo extraño"
"41602","Lupus eritematoso"
"41603","Insuficiencia venosa de los miembros inferiores (empeoramiento)"
"41613","Estimulación del sistema nervioso central"
"41623","Tumefacción local"
"41643","Anomalía hereditaria"
"41653","Miedo"
"41673","Excoriación"
"41683","Eyaculación retardada"
"41693","Orgasmo anormal"
"41703","Inquietud"
"41704","Coagulación intravascular diseminada"
"41713","Dificultad de aprendizaje"
"41733","Anticuerpos antifibrinógeno humano"
"41753","Efusión en el oído medio"
"41763","Hipertrofia en el punto de inyección"
"41772","Infarto cerebral"
"41773","Colocación de un aireador trasntimpánico"
"41803","Bloqueo espinal total involuntario"
"41813","Parálisis durante el sueño"
"41823","Insomnio de medianoche"
"41843","Coreoatetosis"
"41853","Sed"
"41863","Molestia"
"41883","Malestar laríngeo"
"41893","Flash-backs"
"41903","Placa cutánea"
"41943","Hemorragia en el lugar de punción del vaso"
"41953","Calambres en las piernas"
"41963","Enteritis infecciosa"
"41973","Infección de las vías biliares"
"41983","Infección de las vías respiratorias inferiores"
"41993","Trastorno del vaciamiento gástrico"
"42003","Pólipo bucal"
"42013","Trastorno periodontal"
"42023","Sensación de modificación de la temperatura corporal"
"42063","Alergia estacional"
"42093","Vesícula en la mucosa oral"
"42103","Acumulación de líquido intraabdominal localizada"
"42113","Acumulación de líquido peripancreático"
"42123","Inhalación"
"42133","Parálisis de un músculo voluntario"
"42143","Sedación excesiva"
"42153","Oncocitoma renal"
"42163","Cáncer renal del túbulo colector"
"42173","Glóbulos blancos disminuidos"
"42183","Neumonía alveolar difusa"
"42193","Hostilidad"
"42194","Vasculitis"
"42203","Hiperactividad psicomotriz"
"42213","Herpes diseminado"
"42223","Pérdida de la líbido"
"42233","Fístula traqueal"
"42243","Fístula cutánea"
"42253","Masa muscular (aumento)"
"42263","Edema pulmonar no cardiogénico"
"42273","Síndrome de la citarabina"
"42283","Biopsia de la médula ósea anormal"
"42293","Frotis sanguíneo anormal"
"42303","Edema extenso de la extremidad vacunada"
"42323","Abuso de sustancias"
"42333","Fracaso del tratamiento"
"42343","Reacción local"
"42353","Trastorno del sistema nervioso central"
"42363","Claudicación intermitente"
"42373","Síndrome del guante púrpura"
"42383","Trastorno linfoproliferativo post-trasplante"
"42393","Hipoplasia eritroide"
"42403","Volumen de orina residual aumentado"
"42413","Atrofia por denervación"
"42423","Trastorno venoso"
"42433","Prurito vaginal en la pareja"
"42443","Sensación de quemazón vaginal en la pareja"
"42453","Nefropatía tóxica"
"42513","Monoplejía"
"42523","Síndrome de dolor regional complejo"
"42533","Burbuja"
"42553","Molestia musculoesquelética"
"42563","Crepitación articular"
"42583","Dolor axilar"
"42593","Descamación en el punto de inyección"
"42603","Molestia"
"42613","Coloración anormal en el punto de inyección"
"42623","Laceración en el punto de inyección"
"42633","Lesión ligamentosa"
"42653","Tensión muscular"
"42673","Dolor púbico"
"42683","Lesión de ligamento"
"42703","Dolor del ligamento"
"42723","Adherencia del pene"
"42733","Progresión de la enfermedad"
"42743","Quiste en el punto de inyección"
"42753","Molestia genital"
