"cim10id","parentid","code","name"
"7619","7611","M62.27","Infarto isquémico no traumático de músculo, tobillo y pie"
"7620","7611","M62.28","Infarto isquémico no traumático de músculo, otra localización"
"7621","7611","M62.29","Sitio no especificado"
"7622","7588","M62.3","Síndrome de inmovilidad (parapléjico)"
"7623","7622","M62.30","Sitios múltiples"
"7624","7622","M62.31","Región del hombro "
"7625","7622","M62.32","Brazo "
"7626","7622","M62.33","Antebrazo "
"7627","7622","M62.34","Mano "
"7628","7622","M62.35","Región pelviana y muslo"
"7629","7622","M62.36","Pierna "
"7630","7622","M62.37","Tobillo y pie"
"7631","7622","M62.38","Otros "
"7632","7622","M62.39","Sitio no especificado"
"7633","7588","M62.4","Contractura muscular"
"7634","7633","M62.40","Contractura de músculo, localización no especificada"
"7635","7633","M62.41","Contractura de músculo, hombro"
"7636","7633","M62.42","Contractura de músculo, brazo"
"7637","7633","M62.43","Contractura de músculo, antebrazo"
"7638","7633","M62.44","Contractura de músculo, mano"
"7639","7633","M62.45","Contractura de músculo, muslo"
"7640","7633","M62.46","Contractura de músculo, pierna"
"7641","7633","M62.47","Contractura de músculo, tobillo y pie"
"7642","7633","M62.48","Contractura de músculo, otra localización"
"7643","7633","M62.49","Contractura de músculo, localizaciones múltiples"
"7644","7588","M62.5","Pérdida y atrofia muscular, no clasificada bajo otro concepto"
"7645","7644","M62.50","Pérdida y atrofia muscular, no clasificada bajo otro concepto, localización no especificada"
"7646","7644","M62.51","Pérdida y atrofia muscular, no clasificada bajo otro concepto, hombro"
"7647","7644","M62.52","Pérdida y atrofia muscular, no clasificada bajo otro concepto, brazo"
"7648","7644","M62.53","Pérdida y atrofia muscular, no clasificada bajo otro concepto, antebrazo"
"7649","7644","M62.54","Pérdida y atrofia muscular, no clasificada bajo otro concepto, mano"
"7650","7644","M62.55","Pérdida y atrofia muscular, no clasificada bajo otro concepto, muslo"
"7651","7644","M62.56","Pérdida y atrofia muscular, no clasificada bajo otro concepto, pierna"
"7652","7644","M62.57","Pérdida y atrofia muscular, no clasificada bajo otro concepto, tobillo y pie"
"7653","7644","M62.58","Pérdida y atrofia muscular, no clasificada bajo otro concepto, otra localización"
"7654","7644","M62.59","Pérdida y atrofia muscular, no clasificada bajo otro concepto, localizaciones múltiples"
"7655","7588","M62.6","Distensión muscular"
"7656","7655","M62.60","Sitios múltiples"
"7657","7655","M62.61","Región del hombro "
"7658","7655","M62.62","Brazo "
"7659","7655","M62.63","Antebrazo "
"7660","7655","M62.64","Mano "
"7661","7655","M62.65","Región pelviana y muslo"
"7662","7655","M62.66","Pierna "
"7663","7655","M62.67","Tobillo y pie"
"7664","7655","M62.68","Otros "
"7665","7655","M62.69","Sitio no especificado"
"7666","7588","M62.8","Otros trastornos especificados de músculo"
"7667","7666","M62.80","Sitios múltiples"
"7668","7666","M62.81","Debilidad muscular (generalizada)"
"7669","7666","M62.82","Rabdomiolisis"
"7670","7666","M62.83","Espasmo muscular"
"7671","7666","M62.84","Mano "
"7672","7666","M62.85","Región pelviana y muslo"
"7673","7666","M62.86","Pierna "
"7674","7666","M62.87","Tobillo y pie"
"7675","7666","M62.88","Otros "
"7676","7666","M62.89","Otros trastornos especificados de músculo"
"7677","7676","M62.890"," "
"7678","7676","M62.898"," "
"7679","7588","M62.9","Trastorno de músculono no especificado"
"7680","7679","M62.90","Sitios múltiples"
"7681","7679","M62.91","Región del hombro "
"7682","7679","M62.92","Brazo "
"7683","7679","M62.93","Antebrazo "
"7684","7679","M62.94","Mano "
"7685","7679","M62.95","Región pelviana y muslo"
"7686","7679","M62.96","Pierna "
"7687","7679","M62.97","Tobillo y pie"
"7688","7679","M62.98","Otros "
"7689","7679","M62.99","Sitio no especificado"
"7690","7509","M63","Trastornos de los músculos en enfermedades clasificadas bajo otro concepto"
"7691","7690","M63.0","Miositis en enfermedades bacterianas clasificadas en otra parte"
"7692","7690","M63.1","Miositis en infecciones por protozoarios y parásitos clasificadas en otra parte"
"7693","7690","M63.2","Miositis en otras enfermedades infecciosas clasificadas en otra parte"
"7694","7690","M63.3","Miositis en sarcoidosis (D86.8†)"
"7695","7690","M63.8","Trastornos de los músculos en enfermedades clasificadas bajo otro concepto"
"7696","7752","M65","Sinovitis y tenosinovitis"
"7697","7696","M65.0","Absceso de vaina tendinosa"
"7698","7697","M65.00","Absceso de vaina tendinosa, localización no especificada"
"7699","7697","M65.03","Absceso de vaina tendinosa, antebrazo"
"7700","7697","M65.04","Absceso de vaina tendinosa, mano"
"7701","7697","M65.07","Absceso de vaina tendinosa, tobillo y pie"
"7702","7697","M65.09","Sitio no especificado"
"7703","7696","M65.1","Otras sinovitis y tenosinovitis infecciosas"
"7704","7703","M65.10","Otras sinovitis y tenosinovitis infecciosas, localización no especificada"
"7705","7703","M65.11","Otras sinovitis y tenosinovitis infecciosas, hombro"
"7706","7703","M65.12","Otras sinovitis y tenosinovitis infecciosas, codo"
"7707","7703","M65.13","Otras sinovitis y tenosinovitis infecciosas, muñeca"
"7708","7703","M65.14","Otras sinovitis y tenosinovitis infecciosas, mano"
"7709","7703","M65.15","Otras sinovitis y tenosinovitis infecciosas, cadera"
"7710","7703","M65.16","Otras sinovitis y tenosinovitis infecciosas, rodilla"
"7711","7703","M65.17","Otras sinovitis y tenosinovitis infecciosas, tobillo y pie"
"7712","7703","M65.18","Otras sinovitis y tenosinovitis infecciosas, otra localización"
"7713","7703","M65.19","Otras sinovitis y tenosinovitis infecciosas, localizaciones múltiples"
"7714","7696","M65.2","Tendinitis calcificada"
"7715","7714","M65.20","Tendinitis calcificante, localización no especificada"
"7716","7714","M65.22","Tendinitis calcificante, brazo"
"7717","7714","M65.23","Tendinitis calcificante, antebrazo"
"7718","7714","M65.24","Tendinitis calcificante, mano"
"7719","7714","M65.25","Tendinitis calcificante, muslo"
"7720","7714","M65.26","Tendinitis calcificante, pierna"
"7721","7714","M65.27","Tendinitis calcificante, tobillo y pie"
"7722","7714","M65.28","Tendinitis calcificante, otra localización"
"7723","7714","M65.29","Tendinitis calcificante, localizaciones múltiples"
"7724","7696","M65.3","Dedo en gatillo"
"7725","7724","M65.30","Dedo en gatillo, dedo de mano no especificado"
"7726","7724","M65.34","Dedo en gatillo, dedo anular"
"7727","7696","M65.4","Tenosinovitis de estiloides radial [de De Quervain]"
"7728","7727","M65.40"," "
"7729","7727","M65.44","Mano "
"7730","7696","M65.8","Otras sinovitis y tenosinovitis"
"7731","7730","M65.80","Otros tipos de sinovitis y tenosinovitis, localización no especificada"
"7732","7730","M65.81","Otros tipos de sinovitis y tenosinovitis, hombro"
"7733","7730","M65.82","Otros tipos de sinovitis y tenosinovitis, brazo"
"7734","7730","M65.83","Otros tipos de sinovitis y tenosinovitis, antebrazo"
"7735","7730","M65.84","Otros tipos de sinovitis y tenosinovitis, mano"
"7736","7730","M65.85","Otros tipos de sinovitis y tenosinovitis, muslo"
"7737","7730","M65.86","Otros tipos de sinovitis y tenosinovitis, pierna"
"7738","7730","M65.87","Otros tipos de sinovitis y tenosinovitis, tobillo y pie"
"7739","7730","M65.88","Otros tipos de sinovitis y tenosinovitis, otra localización"
"7740","7730","M65.89","Otros tipos de sinovitis y tenosinovitis, localizaciones múltiples"
"7741","7696","M65.9","Sinovitis y tenosinovitis no especificadas"
"7742","7741","M65.90","Sitios múltiples"
"7743","7741","M65.91","Región del hombro "
"7744","7741","M65.92","Brazo "
"7745","7741","M65.93","Antebrazo "
"7746","7741","M65.94","Mano "
"7747","7741","M65.95","Región pelviana y muslo"
"7748","7741","M65.96","Pierna "
"7749","7741","M65.97","Tobillo y pie"
"7750","7741","M65.98","Otros "
"7751","7741","M65.99","Sitio no especificado"
"7752","18101","M65-M68","Trastornos de los tendones y de la sinovia (M65-M68)"
"7753","7752","M66","Ruptura espontánea de membrana sinovial y tendón"
"7754","7753","M66.0","Rotura de quiste poplíteo"
"7755","7754","M66.00"," "
"7756","7754","M66.06","Pierna "
"7757","7753","M66.1","Ruptura de sinovia"
"7758","7757","M66.10","Rotura de membrana sinovial, articulación no especificada"
"7759","7757","M66.11","Rotura de membrana sinovial, hombro"
"7760","7757","M66.12","Rotura de membrana sinovial, codo"
"7761","7757","M66.13","Rotura de membrana sinovial, muñeca"
"7762","7757","M66.14","Rotura de membrana sinovial, mano y dedo(s) de la mano"
"7763","7757","M66.15","Rotura de membrana sinovial, cadera"
"7764","7757","M66.17","Rotura de membrana sinovial, tobillo, pie y dedo(s) del pie"
"7765","7757","M66.18","Rotura de membrana sinovial, otra localización"
"7766","7757","M66.19","Sitio no especificado"
"7767","7753","M66.2","Rotura espontánea de tendones extensores"
"7768","7767","M66.20","Rotura espontánea de tendones extensores, localización no especificada"
"7769","7767","M66.21","Rotura espontánea de tendones extensores, hombro"
"7770","7767","M66.22","Rotura espontánea de tendones extensores, brazo"
"7771","7767","M66.23","Rotura espontánea de tendones extensores, antebrazo"
"7772","7767","M66.24","Rotura espontánea de tendones extensores, mano"
"7773","7767","M66.25","Rotura espontánea de tendones extensores, muslo"
"7774","7767","M66.26","Rotura espontánea de tendones extensores, pierna"
"7775","7767","M66.27","Rotura espontánea de tendones extensores, tobillo y pie"
"7776","7767","M66.28","Rotura espontánea de tendones extensores, otra localización"
"7777","7767","M66.29","Rotura espontánea de tendones extensores, localizaciones múltiples"
"7778","7753","M66.3","Rotura espontánea de tendones flexores"
"7779","7778","M66.30","Rotura espontánea de tendones flexores, localización no especificada"
"7780","7778","M66.31","Rotura espontánea de tendones flexores, hombro"
"7781","7778","M66.32","Rotura espontánea de tendones flexores, brazo"
"7782","7778","M66.33","Rotura espontánea de tendones flexores, antebrazo"
"7783","7778","M66.34","Rotura espontánea de tendones flexores, mano"
"7784","7778","M66.35","Rotura espontánea de tendones flexores, muslo"
"7785","7778","M66.36","Rotura espontánea de tendones flexores, pierna"
"7786","7778","M66.37","Rotura espontánea de tendones flexores, tobillo y pie"
"7787","7778","M66.38","Rotura espontánea de tendones flexores, otra localización"
"7788","7778","M66.39","Rotura espontánea de tendones flexores, localizaciones múltiples"
"7789","7753","M66.4","Ruptura espontánea de otros tendones"
"7790","7789","M66.40","Sitios múltiples"
"7791","7789","M66.41","Región del hombro "
"7792","7789","M66.42","Brazo "
"7793","7789","M66.43","Antebrazo "
"7794","7789","M66.44","Mano "
"7795","7789","M66.45","Región pelviana y muslo"
"7796","7789","M66.46","Pierna "
"7797","7789","M66.47","Tobillo y pie"
"7798","7789","M66.48","Otros "
"7799","7789","M66.49","Sitio no especificado"
"7800","7753","M66.5","Ruptura espontánea de tendón no especificado"
"7801","7800","M66.50","Sitios múltiples"
"7802","7800","M66.51","Región del hombro "
"7803","7800","M66.52","Brazo "
"7804","7800","M66.53","Antebrazo "
"7805","7800","M66.54","Mano "
"7806","7800","M66.55","Región pelviana y muslo"
"7807","7800","M66.56","Pierna "
"7808","7800","M66.57","Tobillo y pie"
"7809","7800","M66.58","Otros "
"7810","7800","M66.59","Sitio no especificado"
"7811","7752","M67","Otros trastornos de membrana sinovial y tendón"
"7812","7811","M67.0","Tendón de Aquiles corto (adquirido)"
"7813","7811","M67.1","Otras contracturas de tendón (vaina)"
"7814","7811","M67.2","Hipertrofia sinovial, no clasificada bajo otro concepto"
"7815","7811","M67.3","Sinovitis transitoria"
"7816","7811","M67.4","Ganglión"
"7817","7811","M67.8","Otros trastornos especificados de membrana sinovial y tendón"
"7818","7811","M67.9","Trastorno no especificado de membrana sinovial y tendón"
"7819","7752","M68","Trastornos de los tendones y de la sinovia en enfermedades clasificadas en otra parte"
"7820","7819","M68.0","Sinovitis y tenosinovitis en enfermedades bacterianas clasificadas en otra parte"
"7821","7819","M68.8","Otros trastornos sinoviales y tendinosos en enfermedades clasificadas en otra parte"
"7822","7864","M70","Trastorno de partes blandas en relación con uso, uso excesivo y presión"
"7823","7822","M70.0","Sinovitis crepitante (aguda) (crónica) de mano y muñeca"
"7824","7823","M70.00","Sitios múltiples"
"7825","7823","M70.03","Sinovitis crepitante (aguda) (crónica), muñeca"
"7826","7823","M70.04","Sinovitis crepitante (aguda) (crónica), mano"
"7827","7822","M70.1","Bursitis de mano"
"7828","7827","M70.10","Bursitis, mano no especificada"
"7829","7827","M70.14","Mano "
"7830","7822","M70.2","Bursitis del olécranon"
"7831","7830","M70.20","Bursitis de olécranon, codo no especificado"
"7832","7830","M70.22","Bursitis de olécranon, codo izquierdo"
"7833","7822","M70.3","Otras bursitis del codo"
"7834","7833","M70.30","Otro tipo de bursitis de codo, codo no especificado"
"7835","7833","M70.32","Otro tipo de bursitis de codo, codo izquierdo"
"7836","7822","M70.4","Bursitis prerrotuliana"
"7837","7836","M70.40","Bursitis prerrotuliana, rodilla no especificada"
"7838","7836","M70.46","Pierna "
"7839","7822","M70.5","Otras bursitis de rodilla"
"7840","7839","M70.50","Otro tipo de bursitis de rodilla, rodilla no especificada"
"7841","7839","M70.56","Pierna "
"7842","7822","M70.6","Bursitis trocantérea"
"7843","7842","M70.60","Bursitis trocantérea, cadera no especificada"
"7844","7842","M70.65","Región pelviana y muslo"
"7845","7822","M70.7","Otras bursitis de cadera"
"7846","7845","M70.70","Otro tipo de bursitis de cadera, cadera no especificada"
"7847","7845","M70.75","Región pelviana y muslo"
"7848","7822","M70.8","Otros trastornos de partes blandas relacionados con uso, uso excesivo y presión"
"7849","7848","M70.80","Otros trastornos de tejidos blandos relacionados con uso, uso excesivo y presión, localización no especificada"
"7850","7848","M70.87","Otros trastornos de tejidos blandos relacionados con uso, uso excesivo y presión, tobillo y pie"
"7851","7848","M70.88","Otros trastornos de tejidos blandos relacionados con uso, uso excesivo y presión, otra localización"
"7852","7848","M70.89","Otros trastornos de tejidos blandos relacionados con uso, uso excesivo y presión, localizaciones múltiples"
"7853","7822","M70.9","Trastorno no especificado de partes blandas relacionado con uso, uso excesivo y presión"
"7854","7853","M70.90","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, localización no especificada"
"7855","7853","M70.91","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, hombro"
"7856","7853","M70.92","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, brazo"
"7857","7853","M70.93","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, antebrazo"
"7858","7853","M70.94","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, mano"
"7859","7853","M70.95","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, muslo"
"7860","7853","M70.96","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, pierna"
"7861","7853","M70.97","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, tobillo y pie"
"7862","7853","M70.98","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, otra localización"
"7863","7853","M70.99","Trastorno no especificado de tejidos blandos relacionado con uso, uso excesivo y presión, localizaciones múltiples"
"7864","18101","M70-M79","OTROS TRASTORNOS DE PARTES BLANDAS (M70-M79)"
"7865","7864","M71","Otras bursopatías"
"7866","7865","M71.0","Absceso de bolsa sinovial (bursa)"
"7867","7866","M71.00","Absceso de bolsa sinovial, localización no especificada"
"7868","7866","M71.01","Absceso de bolsa sinovial, hombro"
"7869","7866","M71.02","Absceso de bolsa sinovial, codo"
"7870","7866","M71.03","Absceso de bolsa sinovial, muñeca"
"7871","7866","M71.04","Absceso de bolsa sinovial, mano"
"7872","7866","M71.05","Absceso de bolsa sinovial, cadera"
"7873","7866","M71.06","Absceso de bolsa sinovial, rodilla"
"7874","7866","M71.07","Absceso de bolsa sinovial, tobillo y pie"
"7875","7866","M71.08","Absceso de bolsa sinovial, otras localizaciones"
"7876","7866","M71.09","Absceso de bolsa sinovial, localizaciones múltiples"
"7877","7865","M71.1","Otros tipos de bursitis infecciosa"
"7878","7877","M71.10","Otras bursitis infecciosas, localización no especificada"
"7879","7877","M71.11","Otras bursitis infecciosas, hombro"
"7880","7877","M71.12","Otras bursitis infecciosas, codo"
"7881","7877","M71.13","Otras bursitis infecciosas, muñeca"
"7882","7877","M71.14","Otras bursitis infecciosas, mano"
"7883","7877","M71.15","Otras bursitis infecciosas, cadera"
"7884","7877","M71.16","Otras bursitis infecciosas, rodilla"
"7885","7877","M71.17","Otras bursitis infecciosas, tobillo y pie"
"7886","7877","M71.18","Otras bursitis infecciosas, otra localización"
"7887","7877","M71.19","Otras bursitis infecciosas, localizaciones múltiples"
"7888","7865","M71.2","Quiste sinovial de espacio poplíteo [de Baker]"
"7889","7888","M71.20","Quiste sinovial de espacio poplíteo [Baker], rodilla no especificada"
"7890","7888","M71.26","Pierna "
"7891","7865","M71.3","Otros tipos de quiste de bolsa sinovial"
"7892","7891","M71.30","Otro tipo de quiste de bolsa sinovial, localización no especificada"
"7893","7891","M71.31","Otro tipo de quiste de bolsa sinovial, hombro"
"7894","7891","M71.32","Otro tipo de quiste de bolsa sinovial, codo"
"7895","7891","M71.33","Otro tipo de quiste de bolsa sinovial, muñeca"
"7896","7891","M71.34","Otro tipo de quiste de bolsa sinovial, mano"
"7897","7891","M71.35","Otro tipo de quiste de bolsa sinovial, cadera"
"7898","7891","M71.37","Otro tipo de quiste de bolsa sinovial, tobillo y pie"
"7899","7891","M71.38","Otro tipo de quiste de bolsa sinovial, otra localización"
"7900","7891","M71.39","Otro tipo de quiste de bolsa sinovial, localizaciones múltiples"
"7901","7865","M71.4","Depósito de calcio en bolsa sinovial"
"7902","7901","M71.40","Depósito de calcio en bolsa sinovial, localización no especificada"
"7903","7901","M71.42","Depósito de calcio en bolsa sinovial, codo"
"7904","7901","M71.43","Depósito de calcio en bolsa sinovial, muñeca"
"7905","7901","M71.44","Depósito de calcio en bolsa sinovial, mano"
"7906","7901","M71.45","Depósito de calcio en bolsa sinovial, cadera"
"7907","7901","M71.46","Depósito de calcio en bolsa sinovial, rodilla"
"7908","7901","M71.47","Depósito de calcio en bolsa sinovial, tobillo y pie"
"7909","7901","M71.48","Depósito de calcio en bolsa sinovial, otro sitio"
"7910","7901","M71.49","Depósito de calcio en bolsa sinovial, lesiones múltiples"
"7911","7865","M71.5","Otro tipo de bursitis, no clasificada bajo otro concepto"
"7912","7911","M71.50","Otro tipo de bursitis, no clasificada bajo otro concepto, localización no especificada"
"7913","7911","M71.52","Otro tipo de bursitis, no clasificada bajo otro concepto, codo"
"7914","7911","M71.53","Otro tipo de bursitis, no clasificada bajo otro concepto, muñeca"
"7915","7911","M71.54","Otro tipo de bursitis, no clasificada bajo otro concepto, mano"
"7916","7911","M71.55","Otro tipo de bursitis, no clasificada bajo otro concepto, cadera"
"7917","7911","M71.56","Otro tipo de bursitis, no clasificada bajo otro concepto, rodilla"
"7918","7911","M71.57","Otro tipo de bursitis, no clasificada bajo otro concepto, tobillo y pie"
"7919","7911","M71.58","Otro tipo de bursitis, no clasificada bajo otro concepto, otra localización"
"7920","7911","M71.59","Sitio no especificado"
"7921","7865","M71.8","Otros tipos especificados de bursopatías"
"7922","7921","M71.80","Otras bursopatías especificadas, localización no especificada"
"7923","7921","M71.82","Otras bursopatías especificadas, codo"
"7924","7921","M71.83","Otras bursopatías especificadas, muñeca"
"7925","7921","M71.84","Otras bursopatías especificadas, mano"
"7926","7921","M71.85","Otras bursopatías especificadas, cadera"
"7927","7921","M71.86","Otras bursopatías especificadas, rodilla"
"7928","7921","M71.87","Otras bursopatías especificadas, tobillo y pie"
"7929","7921","M71.88","Otras bursopatías especificadas, otra localización"
"7930","7921","M71.89","Otras bursopatías especificadas, localizaciones múltiples"
"7931","7865","M71.9","Bursopatía, no especificada"
"7932","7931","M71.90","Sitios múltiples"
"7933","7931","M71.92","Brazo "
"7934","7931","M71.93","Antebrazo "
"7935","7931","M71.94","Mano "
"7936","7931","M71.95","Región pelviana y muslo"
"7937","7931","M71.96","Pierna "
"7938","7931","M71.97","Tobillo y pie"
"7939","7931","M71.98","Otros "
"7940","7931","M71.99","Sitio no especificado"
"7941","7864","M72","Trastornos fibroblásticos"
"7942","7941","M72.0","Fibromatosis de fascia palmar [de Dupuytren]"
"7943","7942","M72.00"," "
"7944","7942","M72.04","Mano "
"7945","7941","M72.1","Nódulos interfalángicos"
"7946","7945","M72.10","Sitios múltiples"
"7947","7945","M72.14","Mano "
"7948","7941","M72.2","Fibromatosis de fascia plantar"
"7949","7948","M72.20"," "
"7950","7948","M72.27","Tobillo y pie"
"7951","7941","M72.3"," "
"7952","7951","M72.30"," "
"7953","7951","M72.31"," "
"7954","7951","M72.32"," "
"7955","7951","M72.33"," "
"7956","7951","M72.34"," "
"7957","7951","M72.35"," "
"7958","7951","M72.36"," "
"7959","7951","M72.37"," "
"7960","7951","M72.38"," "
"7961","7951","M72.39"," "
"7962","7941","M72.4","Fibromatosis seudosarcomatosa"
"7963","7962","M72.40","Sitios múltiples"
"7964","7962","M72.41","Región del hombro "
"7965","7962","M72.42","Brazo "
"7966","7962","M72.43","Antebrazo "
"7967","7962","M72.44","Mano "
"7968","7962","M72.45","Región pelviana y muslo"
"7969","7962","M72.46","Pierna "
"7970","7962","M72.47","Tobillo y pie"
"7971","7962","M72.48","Otros "
"7972","7962","M72.49","Sitio no especificado"
"7973","7941","M72.5"," "
"7974","7973","M72.50"," "
"7975","7973","M72.51"," "
"7976","7973","M72.52"," "
"7977","7973","M72.53"," "
"7978","7973","M72.54"," "
"7979","7973","M72.55"," "
"7980","7973","M72.56"," "
"7981","7973","M72.57"," "
"7982","7973","M72.58"," "
"7983","7973","M72.59"," "
"7984","7941","M72.8","Otros trastornos fibroblásticos"
"7985","7984","M72.80","Sitios múltiples"
"7986","7984","M72.81","Región del hombro "
"7987","7984","M72.82","Brazo "
"7988","7984","M72.83","Antebrazo "
"7989","7984","M72.84","Mano "
"7990","7984","M72.85","Región pelviana y muslo"
"7991","7984","M72.86","Pierna "
"7992","7984","M72.87","Tobillo y pie"
"7993","7984","M72.88","Otros "
"7994","7984","M72.89","Sitio no especificado"
"7995","7941","M72.9","Trastorno fibroblástico no especificado"
"7996","7995","M72.90","Sitios múltiples"
"7997","7995","M72.91","Región del hombro "
"7998","7995","M72.92","Brazo "
"7999","7995","M72.93","Antebrazo "
"8000","7995","M72.94","Mano "
"8001","7995","M72.95","Región pelviana y muslo"
"8002","7995","M72.96","Pierna "
"8003","7995","M72.97","Tobillo y pie"
"8004","7995","M72.98","Otros "
"8005","7995","M72.99","Sitio no especificado"
"8006","7864","M73","Trastornos de los tejidos blandos en enfermedades clasificadas en otra parte"
"8007","8006","M73.0","Bursitis gonocócica (A54.4†)"
"8008","8007","M73.00","Sitios múltiples"
"8009","8007","M73.01","Región del hombro "
"8010","8007","M73.02","Brazo "
"8011","8007","M73.03","Antebrazo "
"8012","8007","M73.04","Mano "
"8013","8007","M73.05","Región pelviana y muslo"
"8014","8007","M73.06","Pierna "
"8015","8007","M73.07","Tobillo y pie"
"8016","8007","M73.08","Otros "
"8017","8007","M73.09","Sitio no especificado"
"8018","8006","M73.1","Bursitis sifilítica (A52.7†)"
"8019","8018","M73.10","Sitios múltiples"
"8020","8018","M73.11","Región del hombro "
"8021","8018","M73.12","Brazo "
"8022","8018","M73.13","Antebrazo "
"8023","8018","M73.14","Mano "
"8024","8018","M73.15","Región pelviana y muslo"
"8025","8018","M73.16","Pierna "
"8026","8018","M73.17","Tobillo y pie"
"8027","8018","M73.18","Otros "
"8028","8018","M73.19","Sitio no especificado"
"8029","8006","M73.8","Otros trastornos de los tejidos blandos en enfermedades clasificadas en otra parte"
"8030","8029","M73.80","Sitios múltiples"
"8031","8029","M73.81","Región del hombro "
"8032","8029","M73.82","Brazo "
"8033","8029","M73.83","Antebrazo "
"8034","8029","M73.84","Mano "
"8035","8029","M73.85","Región pelviana y muslo"
"8036","8029","M73.86","Pierna "
"8037","8029","M73.87","Tobillo y pie"
"8038","8029","M73.88","Otros "
"8039","8029","M73.89","Sitio no especificado"
"8040","7864","M75","Lesiones de hombro"
"8041","8040","M75.0","Capsulitis adhesiva del hombro"
"8042","8040","M75.1","Desgarro o rotura del manguito de los rotadores, no especificada como traumática"
"8043","8040","M75.2","Tendinitis del bíceps"
"8044","8040","M75.3","Tendinitis calcificante del hombro"
"8045","8040","M75.4","Síndrome de pinzamiento de hombro"
"8046","8040","M75.5","Bursitis del hombro"
"8047","8040","M75.8","Otras lesiones del hombro"
"8048","8040","M75.9","Lesión del hombro no especificado"
"8049","7864","M76","Entesopatías, extremidad inferior, excluido el pie"
"8050","8049","M76.0","Tendinitis del glúteo"
"8051","8050","M76.00","Tendinitis glútea, cadera no especificada"
"8052","8050","M76.05","Región pelviana y muslo"
"8053","8049","M76.1","Tendinitis del psoas"
"8054","8053","M76.10","Tendinitis del psoas, cadera no especificada"
"8055","8053","M76.15","Región pelviana y muslo"
"8056","8049","M76.2","Espolón de cresta ilíaca"
"8057","8056","M76.20","Espolón de cresta iliaca, cadera no especificada"
"8058","8056","M76.25","Región pelviana y muslo"
"8059","8049","M76.3","Síndrome de la banda iliotibial"
"8060","8059","M76.30","Síndrome de banda iliotibial, extremidad inferior no especificada"
"8061","8059","M76.35"," "
"8062","8059","M76.36","Pierna "
"8063","8049","M76.4","Bursitis colateral tibial [de Pellegrini-Stieda]"
"8064","8063","M76.40","Bursitis colateral tibial [Pellegrini-Stieda], extremidad inferior no especificada"
"8065","8063","M76.46","Pierna "
"8066","8049","M76.5","Tendinitis rotuliana"
"8067","8066","M76.50","Tendinitis rotuliana, rodilla no especificada"
"8068","8066","M76.56","Pierna "
"8069","8049","M76.6","Tendinitis aquiliana"
"8070","8069","M76.60","Tendinitis de Aquiles, extremidad inferior no especificada"
"8071","8069","M76.66","Pierna "
"8072","8069","M76.67","Tobillo y pie"
"8073","8049","M76.7","Tendinitis peroneal"
"8074","8073","M76.70","Tendinitis peronea, extremidad inferior no especificada"
"8075","8073","M76.76","Pierna "
"8076","8049","M76.8","Otras entesopatías especificadas de miembro inferior, excluído pie"
"8077","8076","M76.80","Sitios múltiples"
"8078","8076","M76.85","Región pelviana y muslo"
"8079","8076","M76.86","Pierna "
"8080","8076","M76.87","Tobillo y pie"
"8081","8076","M76.89","Otras entesopatías especificadas de miembro inferior, excluído pie"
"8082","8049","M76.9","Entesopatía no especificada, miembro inferior, excluido el pie"
"8083","8082","M76.90","Sitios múltiples"
"8084","8082","M76.95","Región pelviana y muslo"
"8085","8082","M76.96","Pierna "
"8086","8082","M76.97","Tobillo y pie"
"8087","8082","M76.99","Sitio no especificado"
"8088","7864","M77","Otros tipos de entesopatías"
"8089","8088","M77.0","Epicondilitis medial"
"8090","8089","M77.00","Epicondilitis medial, codo no especificado"
"8091","8089","M77.02","Epicondilitis medial, codo izquierdo"
"8092","8088","M77.1","Epicondilitis lateral"
"8093","8092","M77.10","Epicondilitis lateral, codo no especificado"
"8094","8092","M77.12","Epicondilitis lateral, codo izquierdo"
"8095","8088","M77.2","Periartritis de muñeca"
"8096","8095","M77.20","Periartritis, muñeca no especificada"
"8097","8095","M77.23","Antebrazo "
"8098","8088","M77.3","Espolón calcáneo"
"8099","8098","M77.30","Espolón calcáneo, pie no especificado"
"8100","8098","M77.37","Tobillo y pie"
"8101","8088","M77.4","Metatarsalgia"
"8102","8101","M77.40","Metatarsalgia, pie no especificado"
"8103","8101","M77.47","Tobillo y pie"
"8104","8088","M77.5","Otros tipos de entesopatía del pie"
"8105","8104","M77.50","Otros tipos de entesopatía del pie, lado no especificado"
"8106","8104","M77.57","Tobillo y pie"
"8107","8088","M77.8","Otras entesopatías, no clasificadas bajo otro concepto"
"8108","8107","M77.80","Sitios múltiples"
"8109","8107","M77.81","Región del hombro "
"8110","8107","M77.84","Mano "
"8111","8107","M77.88","Otros "
"8112","8107","M77.89","Sitio no especificado"
"8113","8088","M77.9","Entesopatía, no especificada"
